,0,1,2,3,4,5
591,10,4993,Los Angeles,clear sky,71,1
592,11,4993,Los Angeles,Sunny,68,1
593,12,4993,Los Angeles,Sunny,35,1
594,13,4993,Los Angeles,Fair,69,1
595,1,4993,Los Angeles,Fair,,1
596,2,4993,Los Angeles,Clear,67,1
597,3,4993,Los Angeles,Clear,69,1
598,4,4993,Los Angeles,Clear,70,1
599,5,4993,Los Angeles,Sunny,68,1
600,6,4993,Los Angeles,Clear,67,1
601,7,4993,Los Angeles,Sunny,69,1
602,14,4993,Los Angeles,Mostly Clear,71,1
603,8,4993,Los Angeles,Sunny,71,1
604,9,4993,Los Angeles,Clear,66,1
605,15,4993,Los Angeles,Clear,77,1
606,10,4993,Los Angeles,clear sky,71,1
607,11,4993,Los Angeles,Sunny,68,1
608,12,4993,Los Angeles,Sunny,35,1
609,13,4993,Los Angeles,Fair,69,1
610,1,5440,Milwaukee,Partly Cloudy,,1
611,2,5440,Milwaukee,Partly Cloudy,46,1
612,3,5440,Milwaukee,Partly Cloudy,48,1
613,4,5440,Milwaukee,Partly Cloudy,52,1
614,5,5440,Milwaukee,Mostly Clear,47,1
615,6,5440,Milwaukee,Partly Cloudy,46,1
616,7,5440,Milwaukee,Clear,45,1
617,14,5440,Milwaukee,Partly Cloudy,40,1
618,8,5440,Milwaukee,Mostly Clear,47,1
619,9,5440,Milwaukee,Mostly Sunny,47,1
620,15,5440,Milwaukee,Few Clouds,47,1
621,10,5440,Milwaukee,clear sky,46,1
622,11,5440,Milwaukee,Mostly Clear,47,1
623,12,5440,Milwaukee,Clear,50,1
624,13,5440,Milwaukee,A Few Clouds,47,1
625,1,5446,Milwaukee,Partly Cloudy,,1
626,2,5446,Milwaukee,Partly Cloudy,60,1
627,3,5446,Milwaukee,Partly Cloudy,57,1
628,4,5446,Milwaukee,Partly Cloudy,60,1
629,5,5446,Milwaukee,Partly Cloudy,60,1
630,6,5446,Milwaukee,Partly Cloudy,60,1
631,7,5446,Milwaukee,Partly Cloudy,58,1
632,14,5446,Milwaukee,Partly Cloudy,50,1
633,8,5446,Milwaukee,Mostly Clear,57,1
634,9,5446,Milwaukee,Partly Cloudy,60,1
635,15,5446,Milwaukee,Mostly Clear,60,1
636,10,5446,Milwaukee,clear sky,55,1
637,11,5446,Milwaukee,Partly Cloudy,60,1
638,12,5446,Milwaukee,Clear,60,1
639,13,5446,Milwaukee,Partly Cloudy,60,1
640,1,5455,Milwaukee,Partly Cloudy,,1
641,2,5455,Milwaukee,Partly Cloudy,49,1
642,3,5455,Milwaukee,Scattered Clouds,52,1
643,4,5455,Milwaukee,Scattered Clouds,54,1
644,5,5455,Milwaukee,Partly Sunny,51,1
645,6,5455,Milwaukee,Partly Cloudy,49,1
646,7,5455,Milwaukee,Partly Cloudy,37,1
647,14,5455,Milwaukee,Partly Cloudy,31,1
648,8,5455,Milwaukee,Partly Sunny,51,1
649,9,5455,Milwaukee,Partly Cloudy,49,1
650,15,5455,Milwaukee,Mostly Clear,51,1
651,10,5455,Milwaukee,clear sky,37,1
652,11,5455,Milwaukee,Partly Sunny,51,1
653,12,5455,Milwaukee,Sunny,34,1
654,13,5455,Milwaukee,Partly Cloudy,51,1
655,1,5526,Milwaukee,Partly Cloudy,,1
656,2,5526,Milwaukee,Partly Cloudy,57,1
657,3,5526,Milwaukee,Scattered Clouds,64,1
658,4,5526,Milwaukee,Scattered Clouds,68,1
659,5,5526,Milwaukee,Partly Cloudy,64,1
660,6,5526,Milwaukee,Partly Cloudy,62,1
661,7,5526,Milwaukee,Mostly Clear,54,1
662,14,5526,Milwaukee,Partly Cloudy,54,1
663,8,5526,Milwaukee,Partly Cloudy,61,1
664,9,5526,Milwaukee,Partly Cloudy,62,1
665,15,5526,Milwaukee,Mostly Clear,64,1
666,10,5526,Milwaukee,clear sky,57,1
667,11,5526,Milwaukee,Partly Cloudy,64,1
668,12,5526,Milwaukee,Clear,48,1
669,13,5526,Milwaukee,Partly Cloudy,64,1
670,1,5527,Milwaukee,Partly Cloudy,,1
671,2,5527,Milwaukee,Partly Cloudy,62,1
672,3,5527,Milwaukee,Scattered Clouds,64,1
673,4,5527,Milwaukee,Mostly Cloudy,66,1
674,5,5527,Milwaukee,Partly Cloudy,64,1
675,6,5527,Milwaukee,Partly Cloudy,62,1
676,7,5527,Milwaukee,Mostly Clear,57,1
677,14,5527,Milwaukee,Partly Cloudy,54,1
678,8,5527,Milwaukee,Partly Cloudy,64,1
679,9,5527,Milwaukee,Partly Cloudy,62,1
680,15,5527,Milwaukee,Mostly Cloudy,65,1
681,10,5527,Milwaukee,clear sky,62,1
682,11,5527,Milwaukee,Partly Cloudy,64,1
683,12,5527,Milwaukee,Clear,48,1
684,13,5527,Milwaukee,Mostly Cloudy,65,1
685,1,5534,Milwaukee,Cloudy,,1
686,2,5534,Milwaukee,Overcast,57,1
687,3,5534,Milwaukee,Overcast,59,1
688,4,5534,Milwaukee,Overcast,62,1
689,5,5534,Milwaukee,Cloudy,57,1
690,6,5534,Milwaukee,Overcast,57,1
691,7,5534,Milwaukee,Cloudy,48,1
692,14,5534,Milwaukee,Cloudy,52,1
693,8,5534,Milwaukee,Cloudy,58,1
694,9,5534,Milwaukee,Cloudy,57,1
695,15,5534,Milwaukee,Cloudy,59,1
696,10,5534,Milwaukee,mostly cloudy,57,1
697,11,5534,Milwaukee,Cloudy,58,1
698,12,5534,Milwaukee,Light Snow,56,1
699,13,5534,Milwaukee,Overcast,59,1
700,1,5548,Milwaukee,Light Snow,,1
701,2,5548,Milwaukee,Light Snow,86,1
702,3,5548,Milwaukee,Light Snow,86,1
703,4,5548,Milwaukee,Light Snow,84,1
704,5,5548,Milwaukee,Flurries,81,1
705,6,5548,Milwaukee,Snow,86,1
706,7,5548,Milwaukee,Snow Showers,77,1
707,14,5548,Milwaukee,Snow Shower,75,1
708,8,5548,Milwaukee,Flurries,85,1
709,9,5548,Milwaukee,Short term forecastSnow,86,1
710,15,5548,Milwaukee,Light Snow,86,1
711,10,5548,Milwaukee,light snow,86,1
712,11,5548,Milwaukee,Light Snow,85,1
713,12,5548,Milwaukee,Light Snow,73,1
714,13,5548,Milwaukee,Light Snow,82,1
715,1,5573,Milwaukee,Mostly Cloudy,,1
716,2,5573,Milwaukee,Mostly Cloudy,73,1
717,3,5573,Milwaukee,Mostly Cloudy,71,1
718,4,5573,Milwaukee,Mostly Cloudy,69,1
719,5,5573,Milwaukee,Mostly Cloudy,70,1
720,6,5573,Milwaukee,Mostly Cloudy,73,1
721,7,5573,Milwaukee,Cloudy,66,1
722,14,5573,Milwaukee,Partly Cloudy,62,1
723,8,5573,Milwaukee,Mostly Cloudy,70,1
724,9,5573,Milwaukee,Mostly Cloudy,73,1
725,15,5573,Milwaukee,Mostly Cloudy,67,1
726,10,5573,Milwaukee,mostly cloudy,72,1
727,11,5573,Milwaukee,Mostly Cloudy,70,1
728,12,5573,Milwaukee,Mostly Cloudy,71,1
729,13,5573,Milwaukee,Mostly Cloudy,67,1
730,1,5581,Milwaukee,Partly Cloudy,,1
731,2,5581,Milwaukee,Partly Cloudy,46,1
732,3,5581,Milwaukee,Partly Cloudy,46,1
733,4,5581,Milwaukee,Partly Cloudy,46,1
734,5,5581,Milwaukee,Partly Sunny,45,1
735,6,5581,Milwaukee,Partly Cloudy,46,1
736,7,5581,Milwaukee,Sunny,40,1
737,14,5581,Milwaukee,Partly Cloudy,47,1
738,8,5581,Milwaukee,Partly Sunny,45,1
739,9,5581,Milwaukee,Mostly Sunny,46,1
740,15,5581,Milwaukee,Few Clouds,46,1
741,10,5581,Milwaukee,clear sky,45,1
742,11,5581,Milwaukee,Partly Sunny,45,1
743,12,5581,Milwaukee,Sunny,45,1
744,13,5581,Milwaukee,A Few Clouds,46,1
745,1,5868,Nashville,Cloudy,,1
746,2,5868,Nashville,Overcast,74,1
747,3,5868,Nashville,Overcast,77,1
748,4,5868,Nashville,Overcast,91,1
749,5,5868,Nashville,Cloudy,77,1
750,6,5868,Nashville,Overcast,74,1
751,7,5868,Nashville,Cloudy,73,1
752,14,5868,Nashville,Snow Shower,73,1
753,8,5868,Nashville,Cloudy,73,1
754,9,5868,Nashville,Short term forecastCloudy,74,1
755,15,5868,Nashville,Cloudy,77,1
756,10,5868,Nashville,mostly cloudy,74,1
757,11,5868,Nashville,Cloudy,77,1
758,12,5868,Nashville,Cloudy,77,1
759,13,5868,Nashville,Overcast,77,1
760,1,5873,Nashville,Cloudy,,1
761,2,5873,Nashville,Overcast,74,1
762,3,5873,Nashville,Overcast,75,1
763,4,5873,Nashville,Overcast,90,1
764,5,5873,Nashville,Cloudy,74,1
765,6,5873,Nashville,Overcast,74,1
766,7,5873,Nashville,Cloudy,71,1
767,14,5873,Nashville,Cloudy,69,1
768,8,5873,Nashville,Cloudy,74,1
769,9,5873,Nashville,Weather WarningsCloudy,74,1
770,15,5873,Nashville,Cloudy,74,1
771,10,5873,Nashville,mostly cloudy,74,1
772,11,5873,Nashville,Cloudy,74,1
773,12,5873,Nashville,Cloudy,74,1
774,13,5873,Nashville,Overcast,75,1
775,1,5888,Nashville,Fair,,1
776,2,5888,Nashville,Clear,86,1
777,3,5888,Nashville,Clear,84,1
778,4,5888,Nashville,Clear,80,1
779,5,5888,Nashville,Clear,83,1
780,6,5888,Nashville,Clear,79,1
781,7,5888,Nashville,Clear,80,1
782,14,5888,Nashville,Mostly Clear,81,1
783,8,5888,Nashville,Clear,91,1
784,9,5888,Nashville,Special weather statementClear,79,1
785,15,5888,Nashville,Clear,84,1
786,10,5888,Nashville,clear sky,86,1
787,11,5888,Nashville,Clear,83,1
788,12,5888,Nashville,Clear,84,1
789,13,5888,Nashville,Fair,84,1
790,1,5905,Nashville,Fair,,1
791,2,5905,Nashville,Clear,45,1
792,3,5905,Nashville,Clear,43,1
793,4,5905,Nashville,Clear,80,1
794,5,5905,Nashville,Sunny,42,1
795,6,5905,Nashville,Clear,45,1
796,7,5905,Nashville,Sunny,47,1
797,14,5905,Nashville,Mostly Sunny,48,1
798,8,5905,Nashville,Sunny,42,1
799,9,5905,Nashville,Clear,44,1
800,15,5905,Nashville,Clear,42,1
801,10,5905,Nashville,clear sky,44,1
802,11,5905,Nashville,Sunny,42,1
803,12,5905,Nashville,Sunny,42,1
804,13,5905,Nashville,Fair,43,1
805,6,5953,Nashville,Overcast,75,1
806,7,5953,Nashville,Cloudy,73,1
807,14,5953,Nashville,Mostly Cloudy,73,1
808,8,5953,Nashville,Cloudy,72,1
809,9,5953,Nashville,Winter storm watchCloudy,75,1
810,15,5953,Nashville,Cloudy,73,1
811,10,5953,Nashville,mostly cloudy,70,1
812,11,5953,Nashville,Cloudy,72,1
813,12,5953,Nashville,Cloudy,72,1
814,13,5953,Nashville,Overcast,73,1
815,1,5953,Nashville,Cloudy,,1
816,2,5953,Nashville,Overcast,75,1
817,3,5953,Nashville,Overcast,73,1
818,4,5953,Nashville,Overcast,72,1
819,5,5953,Nashville,Cloudy,72,1
820,6,5953,Nashville,Overcast,75,1
821,7,5953,Nashville,Cloudy,73,1
822,14,5953,Nashville,Mostly Cloudy,73,1
823,8,5953,Nashville,Cloudy,72,1
824,9,5953,Nashville,Winter storm watchCloudy,75,1
825,15,5953,Nashville,Cloudy,73,1
826,10,5953,Nashville,mostly cloudy,70,1
827,11,5953,Nashville,Cloudy,72,1
828,12,5953,Nashville,Cloudy,72,1
829,13,5953,Nashville,Overcast,73,1
830,1,6866,Philadelphia,Fair,,1
831,2,6866,Philadelphia,Clear,37,1
832,3,6866,Philadelphia,Clear,33,1
833,4,6866,Philadelphia,Clear,38,1
834,5,6866,Philadelphia,Sunny,37,1
835,6,6866,Philadelphia,Clear,37,1
836,7,6866,Philadelphia,Sunny,32,1
837,14,6866,Philadelphia,Mostly Sunny,20,1
838,8,6866,Philadelphia,Sunny,27,1
839,9,6866,Philadelphia,Clear,37,1
840,15,6866,Philadelphia,Clear,37,1
841,10,6866,Philadelphia,clear sky,26,1
842,11,6866,Philadelphia,Sunny,37,1
843,12,6866,Philadelphia,Sunny,32,1
844,13,6866,Philadelphia,Fair,37,1
845,1,6910,Philadelphia,Cloudy,,1
846,2,6910,Philadelphia,Overcast,65,1
847,3,6910,Philadelphia,Overcast,61,1
848,4,6910,Philadelphia,Overcast,69,1
849,5,6910,Philadelphia,Cloudy,64,1
850,6,6910,Philadelphia,Overcast,65,1
851,7,6910,Philadelphia,Cloudy,64,1
852,14,6910,Philadelphia,Cloudy,67,1
853,8,6910,Philadelphia,Cloudy,61,1
854,9,6910,Philadelphia,Cloudy,64,1
855,15,6910,Philadelphia,Cloudy,64,1
856,10,6910,Philadelphia,mostly cloudy,60,1
857,11,6910,Philadelphia,Cloudy,64,1
858,12,6910,Philadelphia,Cloudy,61,1
859,13,6910,Philadelphia,Overcast,64,1
860,1,6910,Philadelphia,Cloudy,,1
861,2,6910,Philadelphia,Overcast,65,1
862,3,6910,Philadelphia,Overcast,61,1
863,4,6910,Philadelphia,Overcast,69,1
864,5,6910,Philadelphia,Cloudy,64,1
865,6,6910,Philadelphia,Overcast,65,1
866,7,6910,Philadelphia,Cloudy,64,1
867,14,6910,Philadelphia,Cloudy,67,1
868,1,7048,Phoenix,Partly Cloudy,,1
869,2,7048,Phoenix,Partly Cloudy,88,1
870,3,7048,Phoenix,Scattered Clouds,89,1
871,4,7048,Phoenix,Scattered Clouds,86,1
872,5,7048,Phoenix,Partly Cloudy,89,1
873,6,7048,Phoenix,Clear,90,1
874,7,7048,Phoenix,Partly Cloudy,90,1
875,14,7048,Phoenix,Partly Cloudy,89,1
876,8,7048,Phoenix,Partly Cloudy,89,1
877,9,7048,Phoenix,Partly Cloudy,87,1
878,15,7048,Phoenix,Mostly Clear,89,1
879,10,7048,Phoenix,clear sky,87,1
880,11,7048,Phoenix,Partly Cloudy,89,1
881,12,7048,Phoenix,Clear,89,1
882,13,7048,Phoenix,Partly Cloudy,89,1
883,1,7052,Phoenix,Partly Cloudy,,1
884,2,7052,Phoenix,Partly Cloudy,77,1
885,3,7052,Phoenix,Scattered Clouds,75,1
886,4,7052,Phoenix,Scattered Clouds,66,1
887,5,7052,Phoenix,Partly Sunny,74,1
888,6,7052,Phoenix,Few,65,1
889,7,7052,Phoenix,Partly Cloudy,66,1
890,14,7052,Phoenix,Partly Cloudy,89,1
891,8,7052,Phoenix,Partly Sunny,74,1
892,9,7052,Phoenix,Partly Cloudy,76,1
893,15,7052,Phoenix,Mostly Clear,67,1
894,10,7052,Phoenix,clear sky,77,1
895,11,7052,Phoenix,Partly Sunny,74,1
896,12,7052,Phoenix,Partly Sunny,74,1
897,13,7052,Phoenix,Partly Cloudy,67,1
898,1,7055,Phoenix,Partly Cloudy,,1
899,2,7055,Phoenix,Partly Cloudy,56,1
900,3,7055,Phoenix,Scattered Clouds,58,1
901,4,7055,Phoenix,Scattered Clouds,52,1
902,5,7055,Phoenix,Partly Sunny,57,1
903,6,7055,Phoenix,Bkh,55,1
904,7,7055,Phoenix,Partly Cloudy,58,1
905,14,7055,Phoenix,Mostly Cloudy,64,1
906,8,7055,Phoenix,Mostly Cloudy,64,1
907,9,7055,Phoenix,Partly Cloudy,55,1
908,15,7055,Phoenix,Mostly Clear,57,1
909,10,7055,Phoenix,mostly cloudy,63,1
910,11,7055,Phoenix,Partly Sunny,57,1
911,12,7055,Phoenix,Mostly Cloudy,55,1
912,13,7055,Phoenix,Partly Cloudy,58,1
913,1,7126,Phoenix,Partly Cloudy,,1
914,2,7126,Phoenix,Partly Cloudy,43,1
915,3,7126,Phoenix,Scattered Clouds,43,1
916,4,7126,Phoenix,Scattered Clouds,46,1
917,5,7126,Phoenix,Partly Sunny,43,1
918,6,7126,Phoenix,Few,47,1
919,7,7126,Phoenix,Partly Cloudy,51,1
920,14,7126,Phoenix,Partly Cloudy,43,1
921,8,7126,Phoenix,Partly Sunny,42,1
922,9,7126,Phoenix,Partly Cloudy,45,1
923,15,7126,Phoenix,Mostly Clear,43,1
924,10,7126,Phoenix,clear sky,43,1
925,11,7126,Phoenix,Partly Sunny,43,1
926,12,7126,Phoenix,Sunny,42,1
927,13,7126,Phoenix,Partly Cloudy,43,1
928,1,7131,Phoenix,Partly Cloudy,,1
929,2,7131,Phoenix,Partly Cloudy,59,1
930,3,7131,Phoenix,Scattered Clouds,60,1
931,4,7131,Phoenix,Scattered Clouds,75,1
932,5,7131,Phoenix,Mostly Clear,59,1
933,6,7131,Phoenix,Clear,65,1
934,7,7131,Phoenix,Partly Cloudy,62,1
935,14,7131,Phoenix,Partly Cloudy,60,1
936,8,7131,Phoenix,Mostly Clear,59,1
937,9,7131,Phoenix,Partly Cloudy,59,1
938,15,7131,Phoenix,Mostly Clear,62,1
939,10,7131,Phoenix,clear sky,59,1
940,11,7131,Phoenix,Mostly Clear,59,1
941,12,7131,Phoenix,Mostly Clear,66,1
942,13,7131,Phoenix,Partly Cloudy,60,1
943,1,7146,Phoenix,Mostly Cloudy,,1
944,2,7146,Phoenix,Mostly Cloudy,55,1
945,3,7146,Phoenix,Mostly Cloudy,57,1
946,4,7146,Phoenix,Mostly Cloudy,50,1
947,5,7146,Phoenix,Partly Sunny,56,1
948,6,7146,Phoenix,Clear,49,1
949,7,7146,Phoenix,Mostly Cloudy,51,1
950,14,7146,Phoenix,Mostly Cloudy,69,1
951,8,7146,Phoenix,Partly Sunny,56,1
952,9,7146,Phoenix,Mostly Cloudy,54,1
953,15,7146,Phoenix,Mostly Cloudy,47,1
954,10,7146,Phoenix,mostly cloudy,54,1
955,11,7146,Phoenix,Partly Sunny,56,1
956,12,7146,Phoenix,Mostly Sunny,54,1
957,13,7146,Phoenix,Mostly Cloudy,47,1
958,1,7150,Phoenix,Mostly Cloudy,,1
959,2,7150,Phoenix,Mostly Cloudy,37,1
960,3,7150,Phoenix,Mostly Cloudy,38,1
961,4,7150,Phoenix,Mostly Cloudy,38,1
962,5,7150,Phoenix,Intermittent Clouds,37,1
963,6,7150,Phoenix,Clear,39,1
964,7,7150,Phoenix,Mostly Cloudy,36,1
965,14,7150,Phoenix,Mostly Cloudy,42,1
966,8,7150,Phoenix,Intermittent Clouds,37,1
967,9,7150,Phoenix,Mostly Cloudy,36,1
968,15,7150,Phoenix,Mostly Cloudy,37,1
969,10,7150,Phoenix,mostly cloudy,36,1
970,11,7150,Phoenix,Clouds And Sun,37,1
971,12,7150,Phoenix,Sunny,37,1
972,13,7150,Phoenix,Mostly Cloudy,38,1
973,1,7151,Phoenix,Mostly Cloudy,,1
974,2,7151,Phoenix,Mostly Cloudy,34,1
975,3,7151,Phoenix,Mostly Cloudy,35,1
976,4,7151,Phoenix,Mostly Cloudy,37,1
977,5,7151,Phoenix,Intermittent Clouds,35,1
978,6,7151,Phoenix,Clear,37,1
979,7,7151,Phoenix,Mostly Cloudy,34,1
980,14,7151,Phoenix,Mostly Cloudy,38,1
981,8,7151,Phoenix,Intermittent Clouds,35,1
982,9,7151,Phoenix,Mostly Cloudy,34,1
983,15,7151,Phoenix,Mostly Cloudy,35,1
984,10,7151,Phoenix,mostly cloudy,36,1
985,11,7151,Phoenix,Clouds And Sun,35,1
986,12,7151,Phoenix,Sunny,33,1
987,13,7151,Phoenix,Mostly Cloudy,35,1
988,1,7152,Phoenix,Mostly Cloudy,,1
989,2,7152,Phoenix,Mostly Cloudy,34,1
990,3,7152,Phoenix,Mostly Cloudy,34,1
991,4,7152,Phoenix,Mostly Cloudy,38,1
992,5,7152,Phoenix,Mostly Cloudy,33,1
993,6,7152,Phoenix,Clear,35,1
994,7,7152,Phoenix,Mostly Cloudy,34,1
995,14,7152,Phoenix,Mostly Cloudy,35,1
996,8,7152,Phoenix,Intermittent Clouds,35,1
997,9,7152,Phoenix,Mostly Cloudy,34,1
998,15,7152,Phoenix,Mostly Cloudy,34,1
999,10,7152,Phoenix,mostly cloudy,34,1
1000,11,7152,Phoenix,Mostly Cloudy,33,1
1001,12,7152,Phoenix,Sunny,32,1
1002,13,7152,Phoenix,Mostly Cloudy,34,1
1003,1,7449,Portland,Light Rain,,1
1004,2,7449,Portland,Light Rain,76,1
1005,3,7449,Portland,Light Rain,79,1
1006,4,7449,Portland,Light Rain,85,1
1007,5,7449,Portland,Showers,79,1
1008,6,7449,Portland,Light Rain,72,1
1009,7,7449,Portland,Cloudy,75,1
1010,14,7449,Portland,Cloudy,68,1
1011,8,7449,Portland,Cloudy,67,1
1012,9,7449,Portland,Rain,76,1
1013,15,7449,Portland,Light Rain,79,1
1014,10,7449,Portland,clear sky,37,1
1015,11,7449,Portland,Light Rain,79,1
1016,12,7449,Portland,Light Rain,79,1
1017,13,7449,Portland,Observation Quality is Caution Lt Rain,79,1
1018,1,7464,Portland,Cloudy,,1
1019,2,7464,Portland,Overcast,81,1
1020,3,7464,Portland,Overcast,85,1
1021,4,7464,Portland,Overcast,87,1
1022,5,7464,Portland,Cloudy,85,1
1023,6,7464,Portland,Overcast,76,1
1024,7,7464,Portland,Mostly Cloudy,86,1
1025,14,7464,Portland,Rain,89,1
1026,8,7464,Portland,Cloudy,88,1
1027,9,7464,Portland,Cloudy,81,1
1028,15,7464,Portland,Cloudy,81,1
1029,10,7464,Portland,clear sky,56,1
1030,11,7464,Portland,Cloudy,85,1
1031,12,7464,Portland,Cloudy,82,1
1032,13,7464,Portland,Observation Quality is Caution Overcast,81,1
1033,1,7477,Portland,Cloudy,,1
1034,2,7477,Portland,Overcast,82,1
1035,3,7477,Portland,Overcast,89,1
1036,4,7477,Portland,Overcast,90,1
1037,5,7477,Portland,Cloudy,82,1
1038,6,7477,Portland,Overcast,76,1
1039,7,7477,Portland,Cloudy,82,1
1040,14,7477,Portland,Cloudy,83,1
1041,8,7477,Portland,Cloudy,82,1
1042,9,7477,Portland,Cloudy,81,1
1043,15,7477,Portland,Cloudy,89,1
1044,10,7477,Portland,mostly cloudy,79,1
1045,11,7477,Portland,Cloudy,88,1
1046,12,7477,Portland,Cloudy,85,1
1047,13,7477,Portland,Overcast,89,1
1048,1,7485,Portland,Cloudy,,1
1049,2,7485,Portland,Overcast,93,1
1050,3,7485,Portland,Overcast,96,1
1051,4,7485,Portland,Overcast,97,1
1052,5,7485,Portland,Cloudy,92,1
1053,6,7485,Portland,Overcast,81,1
1054,7,7485,Portland,Cloudy,91,1
1055,14,7485,Portland,Cloudy,93,1
1056,8,7485,Portland,Cloudy,92,1
1057,9,7485,Portland,Cloudy,93,1
1058,15,7485,Portland,Cloudy,96,1
1059,10,7485,Portland,light snow,74,1
1060,11,7485,Portland,Cloudy,92,1
1061,12,7485,Portland,Cloudy,92,1
1062,13,7485,Portland,Overcast,93,1
1063,1,7497,Portland,Fog,,1
1064,2,7497,Portland,Fog And Mist,93,1
1065,3,7497,Portland,Overcast,100,1
1066,4,7497,Portland,Overcast,99,1
1067,5,7497,Portland,Fog,93,1
1068,6,7497,Portland,Mist,83,1
1069,7,7497,Portland,Cloudy,96,1
1070,14,7497,Portland,Foggy,100,1
1071,8,7497,Portland,Fog,100,1
1072,9,7497,Portland,Fog,100,1
1073,15,7497,Portland,Mist,100,1
1074,10,7497,Portland,mostly cloudy,59,1
1075,11,7497,Portland,Light Fog,100,1
1076,12,7497,Portland,Cloudy,93,1
1077,13,7497,Portland,Fog,100,1
1078,6,7553,Portland,Overcast,68,1
1079,7,7553,Portland,Cloudy,72,1
1080,14,7553,Portland,Cloudy,66,1
1081,8,7553,Portland,Cloudy,65,1
1082,9,7553,Portland,Cloudy,66,1
1083,15,7553,Portland,Cloudy,68,1
1084,10,7553,Portland,mostly cloudy,65,1
1085,11,7553,Portland,Cloudy,67,1
1086,12,7553,Portland,Sunny,70,1
1087,13,7553,Portland,Overcast,68,1
1088,1,7553,Portland,Cloudy,,1
1089,2,7553,Portland,Overcast,66,1
1090,3,7553,Portland,Overcast,68,1
1091,4,7553,Portland,Overcast,74,1
1092,5,7553,Portland,Cloudy,67,1
1093,6,7553,Portland,Overcast,68,1
1094,7,7553,Portland,Cloudy,72,1
1095,14,7553,Portland,Cloudy,66,1
1096,8,7553,Portland,Cloudy,67,1
1097,9,7553,Portland,Cloudy,66,1
1098,15,7553,Portland,Cloudy,68,1
1099,10,7553,Portland,mostly cloudy,65,1
1100,11,7553,Portland,Cloudy,67,1
1101,12,7553,Portland,Sunny,70,1
1102,13,7553,Portland,Overcast,68,1
1103,1,8009,San Diego,Mostly Cloudy,,1
1104,2,8009,San Diego,Mostly Cloudy,77,1
1105,3,8009,San Diego,Mostly Cloudy,77,1
1106,4,8009,San Diego,Mostly Cloudy,81,1
1107,5,8009,San Diego,Intermittent Clouds,76,1
1108,6,8009,San Diego,Mostly Cloudy,81,1
1109,7,8009,San Diego,Mostly Cloudy,77,1
1110,14,8009,San Diego,Mostly Clear,80,1
1111,8,8009,San Diego,Intermittent Clouds,76,1
1112,9,8009,San Diego,Mostly Cloudy,76,1
1113,15,8009,San Diego,Mostly Cloudy,77,1
1114,10,8009,San Diego,mostly cloudy,76,1
1115,11,8009,San Diego,Clouds And Sun,76,1
1116,12,8009,San Diego,Sunny,83,1
1117,13,8009,San Diego,Mostly Cloudy,77,1
1118,1,8100,San Diego,Fog,,1
1119,2,8100,San Diego,Fog And Mist,88,1
1120,3,8100,San Diego,Partly Cloudy,86,1
1121,4,8100,San Diego,Partly Cloudy,93,1
1122,5,8100,San Diego,Fog,86,1
1123,6,8100,San Diego,Clear,93,1
1124,7,8100,San Diego,Partly Cloudy,86,1
1125,14,8100,San Diego,Mostly Clear,86,1
1126,8,8100,San Diego,Clear,85,1
1127,9,8100,San Diego,High Surf AdvisoryFog,87,1
1128,15,8100,San Diego,Mist,86,1
1129,10,8100,San Diego,clear sky,82,1
1130,11,8100,San Diego,Light Fog,86,1
1131,12,8100,San Diego,Light Fog,89,1
1132,13,8100,San Diego,Fog,87,1
1133,1,8104,San Diego,Partly Cloudy,,1
1134,2,8104,San Diego,Fog And Mist,82,1
1135,3,8104,San Diego,Mostly Cloudy,86,1
1136,4,8104,San Diego,Mostly Cloudy,94,1
1137,5,8104,San Diego,Intermittent Clouds,85,1
1138,6,8104,San Diego,Mostly Cloudy,93,1
1139,7,8104,San Diego,Mostly Cloudy,82,1
1140,14,8104,San Diego,Partly Cloudy,90,1
1141,8,8104,San Diego,Mostly Cloudy,89,1
1142,9,8104,San Diego,High Surf AdvisoryFog,82,1
1143,15,8104,San Diego,Mist,86,1
1144,10,8104,San Diego,mostly cloudy,82,1
1145,11,8104,San Diego,Clouds And Sun,85,1
1146,12,8104,San Diego,Light Fog,86,1
1147,13,8104,San Diego,Fog,86,1
1148,1,8110,San Diego,Partly Cloudy,,1
1149,2,8110,San Diego,Partly Cloudy,63,1
1150,3,8110,San Diego,Scattered Clouds,62,1
1151,4,8110,San Diego,Scattered Clouds,69,1
1152,5,8110,San Diego,Mostly Sunny,62,1
1153,6,8110,San Diego,Partly Cloudy,68,1
1154,7,8110,San Diego,Partly Cloudy,62,1
1155,14,8110,San Diego,Partly Cloudy,64,1
1156,8,8110,San Diego,Mostly Sunny,62,1
1157,9,8110,San Diego,High Surf AdvisoryPartly Cloudy,63,1
1158,15,8110,San Diego,Mostly Clear,67,1
1159,10,8110,San Diego,clear sky,63,1
1160,11,8110,San Diego,Mostly Sunny,62,1
1161,12,8110,San Diego,Sunny,59,1
1162,13,8110,San Diego,Partly Cloudy,62,1
1163,1,8111,San Diego,Mostly Cloudy,,1
1164,2,8111,San Diego,Partly Cloudy,68,1
1165,3,8111,San Diego,Scattered Clouds,67,1
1166,4,8111,San Diego,Scattered Clouds,70,1
1167,5,8111,San Diego,Mostly Sunny,66,1
1168,6,8111,San Diego,Partly Cloudy,65,1
1169,7,8111,San Diego,Partly Cloudy,69,1
1170,14,8111,San Diego,Partly Cloudy,62,1
