Timestamp,Location,Current conditions,temperature,feels like,High,Low,Precipitation (%),Relative Humidity (%),Barometer (atm),Dew Point,Visibility (Miles),(Wind Direction),Wind Speed (mph)
Mon Feb  1 18:29:17 2010," US and USA, CO and Colorado, Denver, 80214",Mostly Sunny,45,43,42,21,10,17,29.84 Steady ,3,10,SW,4
Mon Feb  1 19:13:04 2010," US and USA, CO and Colorado, Denver, 80214",Partly Cloudy,46,43,42,21,10,18,29.85 Rising ,4,10,NW,5
Mon Feb  1 19:57:53 2010," US and USA, CO and Colorado, Denver, 80214",Partly Cloudy,46,41,42,21,10,23,29.85 Steady ,9,8,NW,9
Mon Feb  1 20:44:19 2010," US and USA, CO and Colorado, Denver, 80214",Sunny,45,40,42,21,10,27,29.84 Falling ,13,7,NNW,11
Mon Feb  1 21:29:18 2010," US and USA, CO and Colorado, Denver, 80214",Sunny,46,41,42,21,10,24,29.83 Falling ,10,8,NNW,8
Mon Feb  1 22:12:39 2010," US and USA, CO and Colorado, Denver, 80214",Sunny,45,41,44,23,10,24,29.83 Steady ,10,8,WNW,8
Mon Feb  1 22:55:59 2010," US and USA, CO and Colorado, Denver, 80214",Mostly Sunny,46,40,44,23,10,21,29.84 Steady ,8,8,NW,12
Mon Feb  1 23:42:05 2010," US and USA, CO and Colorado, Denver, 80214",Sunny,45,38,44,23,10,21,29.85 Steady ,7,8,NW,20to38
Tue Feb  2 00:29:00 2010," US and USA, CO and Colorado, Denver, 80214",Mostly Sunny,44,36,44,23,10,24,29.87 Rising Rapidly ,8,9,NW,18to33
Tue Feb  2 01:14:36 2010," US and USA, CO and Colorado, Denver, 80214",Sunny,38,31,44,19,10,28,29.90 Rising Rapidly ,7,9,WNW,11to18
Tue Feb  2 01:57:43 2010," US and USA, CO and Colorado, Denver, 80214",Partly Cloudy,36,27,44,19,10,31,29.91 Steady ,8,8,WNW,15
Tue Feb  2 02:41:46 2010," US and USA, CO and Colorado, Denver, 80214",Mostly Clear,34,25,44,19,10,36,29.93 Steady ,9,8,WNW,11
Tue Feb  2 03:25:17 2010," US and USA, CO and Colorado, Denver, 80214",Clear,35,26,44,19,10,34,29.94 Rising ,9,10,WNW,13to22
Tue Feb  2 04:09:05 2010," US and USA, CO and Colorado, Denver, 80214",Clear,35,26,44,19,10,36,29.95 Steady ,10,8,W,13to16
Tue Feb  2 04:52:38 2010," US and USA, CO and Colorado, Denver, 80214",Clear,33,24,44,19,10,42,29.96 Rising ,12,8,W,13to18
Tue Feb  2 05:35:59 2010," US and USA, CO and Colorado, Denver, 80214",Clear,32,25,44,19,10,44,29.97 Steady ,12,9,WNW,8
Tue Feb  2 06:19:19 2010," US and USA, CO and Colorado, Denver, 80214",Clear,30,22,44,19,0,40,29.96 Falling ,13,8,WNW,9
Tue Feb  2 07:06:26 2010," US and USA, CO and Colorado, Denver, 80214",Clear,31,25,44,19,0,35,29.98 Steady ,11,9,W,6
Tue Feb  2 07:49:25 2010," US and USA, CO and Colorado, Denver, 80214",Clear,29,22,44,19,0,38,29.98 Steady ,11,9,W,7
Tue Feb  2 08:32:37 2010," US and USA, CO and Colorado, Denver, 80214",Clear,29,22,44,19,0,39,29.99 Steady ,11,9,W,7
Tue Feb  2 09:16:07 2010," US and USA, CO and Colorado, Denver, 80214",Clear,28,22,44,19,0,39,29.99 Steady ,10,10,W,5
Tue Feb  2 09:59:39 2010," US and USA, CO and Colorado, Denver, 80214",Clear,28,28,44,23,0,39,29.99 Steady ,10,10,NNW,3
Tue Feb  2 10:43:13 2010," US and USA, CO and Colorado, Denver, 80214",Clear,27,27,48,28,0,41,29.99 Steady ,10,10,WNW,3
Tue Feb  2 11:27:20 2010," US and USA, CO and Colorado, Denver, 80214",Clear,25,19,48,28,0,43,29.99 Steady ,9,10,W,5
Tue Feb  2 12:11:21 2010," US and USA, CO and Colorado, Denver, 80214",Clear,26,20,48,28,0,39,29.99 Steady ,8,10,W,5
Tue Feb  2 12:55:14 2010," US and USA, CO and Colorado, Denver, 80214",Mostly Clear,26,26,48,28,0,37,29.98 Steady ,7,9,NW,2
Tue Feb  2 13:38:35 2010," US and USA, CO and Colorado, Denver, 80214",Clear,27,21,48,28,0,35,29.98 Steady ,7,10,SW,6
Tue Feb  2 14:22:14 2010," US and USA, CO and Colorado, Denver, 80214",Clear,29,24,48,28,0,30,29.98 Steady ,6,10,W,4
Tue Feb  2 15:06:36 2010," US and USA, CO and Colorado, Denver, 80214",Mostly Sunny,28,23,48,28,0,36,29.98 Steady ,9,10,W,4
Tue Feb  2 15:53:00 2010," US and USA, CO and Colorado, Denver, 80214",Sunny,27,22,48,28,0,38,29.97 Steady ,9,10,NW,5
Tue Feb  2 16:45:30 2010," US and USA, CO and Colorado, Denver, 80214",Sunny,30,30,48,28,0,36,29.98 Steady ,10,10,W,3
Tue Feb  2 17:33:58 2010," US and USA, CO and Colorado, Denver, 80214",Sunny,36,36,47,28,0,33,29.98 Steady ,10,10,SE,4
Tue Feb  2 18:18:34 2010," US and USA, CO and Colorado, Denver, 80214",Sunny,39,35,47,28,0,27,29.97 Falling ,8,10,ESE,6
Tue Feb  2 19:02:44 2010," US and USA, CO and Colorado, Denver, 80214",Mostly Sunny,41,37,47,28,0,24,29.97 Steady ,7,10,SE,6
Tue Feb  2 19:52:09 2010," US and USA, CO and Colorado, Denver, 80214",Mostly Sunny,43,43,47,28,0,23,29.95 Falling ,6,10,SSE,4
Tue Feb  2 20:43:18 2010," US and USA, CO and Colorado, Denver, 80214",Mostly Sunny,44,44,47,28,0,22,29.92 Falling ,7,10,ENE,3
Tue Feb  2 21:30:09 2010," US and USA, CO and Colorado, Denver, 80214",Sunny,45,42,45,27,0,22,29.90 Falling Rapidly ,8,10,N,5
Tue Feb  2 22:18:32 2010," US and USA, CO and Colorado, Denver, 80214",Sunny,44,41,45,27,0,25,29.89 Steady ,11,10,NNE,6
Tue Feb  2 23:02:50 2010," US and USA, CO and Colorado, Denver, 80214",Mostly Sunny,45,45,45,27,0,24,29.89 Steady ,9,10,N,4
Tue Feb  2 23:48:08 2010," US and USA, CO and Colorado, Denver, 80214",Mostly Sunny,44,41,45,27,0,27,29.89 Steady ,12,9,N,6
Wed Feb  3 00:32:33 2010," US and USA, CO and Colorado, Denver, 80214",Partly Cloudy,43,43,45,27,0,30,29.89 Steady ,13,8,NNW,3
Wed Feb  3 01:19:44 2010," US and USA, CO and Colorado, Denver, 80214",Mostly Cloudy,38,38,45,27,0,35,29.89 Steady ,13,8,NW,2
Wed Feb  3 02:04:56 2010," US and USA, CO and Colorado, Denver, 80214",Mostly Cloudy,38,38,45,27,0,37,29.89 Steady ,13,7,WNW,1
Wed Feb  3 02:53:14 2010," US and USA, CO and Colorado, Denver, 80214",Mostly Cloudy,35,35,45,27,0,40,29.89 Steady ,13,8,NW,3
Wed Feb  3 03:40:03 2010," US and USA, CO and Colorado, Denver, 80214",Mostly Cloudy,35,35,45,27,0,41,29.89 Steady ,14,9,W,1
Wed Feb  3 04:28:12 2010," US and USA, CO and Colorado, Denver, 80214",Cloudy,35,35,45,27,0,40,29.90 Rising ,13,10,WNW,2
Wed Feb  3 05:15:03 2010," US and USA, CO and Colorado, Denver, 80214",Mostly Cloudy,34,34,45,27,0,42,29.90 Steady ,13,10,WNW,3
Wed Feb  3 06:02:50 2010," US and USA, CO and Colorado, Denver, 80214",Mostly Cloudy,34,34,45,27,0,41,29.90 Steady ,13,10,WNW,3
Thu Feb  4 06:05:20 2010," US and USA, CO and Colorado, Denver, 80214",Cloudy,36,36,47,27,30,51,29.83 Steady ,20,8,WSW,1
Thu Feb  4 06:48:24 2010," US and USA, CO and Colorado, Denver, 80214",Cloudy,38,32,47,27,30,51,29.80 Falling Rapidly ,21,8,WSW,8
Thu Feb  4 07:32:02 2010," US and USA, CO and Colorado, Denver, 80214",Cloudy,37,37,47,27,30,67,29.79 Steady ,27,9,NNW,4
Thu Feb  4 08:14:33 2010," US and USA, CO and Colorado, Denver, 80214",Cloudy,37,37,47,27,30,68,29.78 Falling ,27,8,ESE,4
Thu Feb  4 08:58:13 2010," US and USA, CO and Colorado, Denver, 80214",Cloudy,37,37,47,27,30,62,29.76 Steady ,25,8,SSE,1
Thu Feb  4 09:42:10 2010," US and USA, CO and Colorado, Denver, 80214",Cloudy,36,36,47,31,40,62,29.74 Steady ,24,7,CALM,0
Thu Feb  4 10:25:48 2010," US and USA, CO and Colorado, Denver, 80214",Cloudy,36,36,40,26,40,64,29.73 Falling ,25,8,NNW,2
Thu Feb  4 11:11:45 2010," US and USA, CO and Colorado, Denver, 80214",Cloudy,35,35,40,26,40,70,29.73 Steady ,26,8,N,2
Thu Feb  4 11:55:16 2010," US and USA, CO and Colorado, Denver, 80214",Cloudy,34,34,40,26,40,77,29.71 Falling ,28,9,CALM,0
Thu Feb  4 12:38:21 2010," US and USA, CO and Colorado, Denver, 80214",Cloudy,33,33,40,26,40,84,29.69 Falling ,29,8,NNW,1
Thu Feb  4 13:22:25 2010," US and USA, CO and Colorado, Denver, 80214",Cloudy,33,28,40,26,40,79,29.69 Falling ,27,10,NNE,6
Thu Feb  4 14:07:15 2010," US and USA, CO and Colorado, Denver, 80214",Cloudy,33,25,40,26,40,84,29.69 Steady ,28,7,NNE,8
Wed Feb  3 06:49:35 2010," US and USA, CO and Colorado, Denver, 80214",Partly Cloudy,31,31,45,27,0,37,29.89 Steady ,12,10,WNW,4
Wed Feb  3 07:34:16 2010," US and USA, DC and District Of Columbia, Washington, 20001",Snow,32,27,38,32,30,90,30.05 Steady ,30,0.3,NNE,6
Wed Feb  3 08:17:25 2010," US and USA, DC and District Of Columbia, Washington, 20001",Snow Showers,32,26,38,32,30,87,30.05 Steady ,28,1.5,NNE,7
Wed Feb  3 09:03:55 2010," US and USA, DC and District Of Columbia, Washington, 20001",Snow Showers,32,27,38,32,30,87,30.06 Steady ,28,2.5,NNE,5
Wed Feb  3 09:47:44 2010," US and USA, DC and District Of Columbia, Washington, 20001",Cloudy,34,30,42,30,40,86,30.05 Steady ,30,5,NNE,4
Wed Feb  3 10:31:09 2010," US and USA, DC and District Of Columbia, Washington, 20001",Snow Showers,34,28,42,30,40,81,30.06 Rising ,28,4,NNW,7
Wed Feb  3 11:18:00 2010," US and USA, DC and District Of Columbia, Washington, 20001",Snow Showers,32,25,42,30,20,88,30.06 Steady ,29,4,NNW,8
Wed Feb  3 12:02:44 2010," US and USA, DC and District Of Columbia, Washington, 20001",Cloudy,32,26,42,30,20,84,30.07 Steady ,28,5,NNW,6
Wed Feb  3 12:45:56 2010," US and USA, DC and District Of Columbia, Washington, 20001",Cloudy,32,32,42,30,20,87,30.07 Falling ,28,4,CALM,0
Wed Feb  3 13:29:39 2010," US and USA, DC and District Of Columbia, Washington, 20001",Cloudy,33,33,42,30,20,85,30.10 Rising Rapidly ,29,4,CALM,0
Wed Feb  3 14:15:47 2010," US and USA, DC and District Of Columbia, Washington, 20001",Fog,34,34,42,30,20,87,30.12 Rising Rapidly ,30,2.5,CALM,0
Wed Feb  3 15:01:48 2010," US and USA, DC and District Of Columbia, Washington, 20001",Fog,34,34,42,30,20,87,30.12 Steady ,30,1.5,CALM,0
Wed Feb  3 15:46:36 2010," US and USA, DC and District Of Columbia, Washington, 20001",Fog,34,34,42,30,20,83,30.13 Steady ,29,1.5,W,4
Wed Feb  3 16:32:28 2010," US and USA, DC and District Of Columbia, Washington, 20001",Cloudy,34,29,42,30,30,85,30.13 Steady ,30,3,N,6
Wed Feb  3 17:19:39 2010," US and USA, DC and District Of Columbia, Washington, 20001",Mostly Cloudy,35,31,41,30,20,78,30.13 Steady ,29,4,NNW,5
Wed Feb  3 18:07:57 2010," US and USA, DC and District Of Columbia, Washington, 20001",Mostly Cloudy,35,30,41,30,20,79,30.13 Steady ,29,5,NNW,5
Wed Feb  3 18:51:04 2010," US and USA, DC and District Of Columbia, Washington, 20001",Partly Cloudy,37,34,43,30,20,75,30.13 Steady ,30,5,WNW,4
Wed Feb  3 19:35:20 2010," US and USA, DC and District Of Columbia, Washington, 20001",Mostly Cloudy,41,35,44,29,10,65,30.11 Falling ,30,10,NW,10
Wed Feb  3 20:19:25 2010," US and USA, DC and District Of Columbia, Washington, 20001",Partly Cloudy,42,36,44,29,10,62,30.10 Falling ,30,10,NW,10
Wed Feb  3 21:03:44 2010," US and USA, DC and District Of Columbia, Washington, 20001",Mostly Cloudy,41,36,44,29,10,61,30.11 Rising ,28,10,NW,7
Wed Feb  3 21:51:48 2010," US and USA, DC and District Of Columbia, Washington, 20001",Cloudy,38,31,44,29,10,68,30.12 Steady ,29,9,WNW,11
Wed Feb  3 22:37:21 2010," US and USA, DC and District Of Columbia, Washington, 20001",Cloudy,39,33,44,29,10,66,30.14 Steady ,29,9,W,9
Wed Feb  3 23:28:16 2010," US and USA, DC and District Of Columbia, Washington, 20001",Cloudy,41,36,44,29,10,62,30.16 Rising Rapidly ,29,10,NW,8
Thu Feb  4 00:13:12 2010," US and USA, DC and District Of Columbia, Washington, 20001",Mostly Cloudy,40,34,44,29,10,63,30.17 Rising ,28,10,WNW,8
Thu Feb  4 00:57:15 2010," US and USA, DC and District Of Columbia, Washington, 20001",Mostly Cloudy,38,32,44,29,10,66,30.17 Steady ,28,10,WNW,8
Thu Feb  4 01:40:33 2010," US and USA, DC and District Of Columbia, Washington, 20001",Mostly Cloudy,38,33,44,29,10,63,30.20 Steady ,27,10,WNW,7
Thu Feb  4 02:28:17 2010," US and USA, DC and District Of Columbia, Washington, 20001",Cloudy,40,36,44,29,10,60,30.23 Rising Rapidly ,27,10,WSW,6
Thu Feb  4 03:11:28 2010," US and USA, DC and District Of Columbia, Washington, 20001",Partly Cloudy,38,33,44,29,10,65,30.24 Rising ,27,10,NNW,6
Thu Feb  4 03:55:56 2010," US and USA, DC and District Of Columbia, Washington, 20001",Partly Cloudy,36,30,44,29,10,69,30.24 Steady ,26,9,NNW,7
Thu Feb  4 04:39:12 2010," US and USA, DC and District Of Columbia, Washington, 20001",Mostly Cloudy,35,29,44,29,10,67,30.27 Steady ,26,10,NW,7
Thu Feb  4 05:22:34 2010," US and USA, DC and District Of Columbia, Washington, 20001",Cloudy,38,33,44,29,10,62,30.28 Rising ,26,10,W,6
Thu Feb  4 15:00:10 2010," US and USA, DC and District Of Columbia, Washington, 20001",Partly Cloudy,29,21,41,29,0,57,30.41 Steady ,18,10,NNW,8
Thu Jan 28 15:39:48 2010," US and USA, DC and District Of Columbia, Washington, 20001",Cloudy,41,34,50,24,20,54,30.08 Steady ,25,10,SSW,13
Thu Jan 28 16:00:37 2010," US and USA, DC and District Of Columbia, Washington, 20001",Cloudy,41,34,50,24,20,54,30.08 Steady ,25,10,SSW,13
Thu Jan 28 16:49:55 2010," US and USA, DC and District Of Columbia, Washington, 20001",Cloudy,40,33,50,24,20,55,30.06 Steady ,25,9,SSW,13to17
Thu Jan 28 17:14:09 2010," US and USA, DC and District Of Columbia, Washington, 20001",Cloudy,44,37,52,24,20,45,30.04 Falling Rapidly ,24,10,SSW,14
Thu Jan 28 17:30:10 2010," US and USA, DC and District Of Columbia, Washington, 20001",Cloudy,44,37,52,24,20,45,30.04 Falling Rapidly ,24,10,SSW,14
Fri Jan 29 08:42:22 2010," US and USA, DC and District Of Columbia, Washington, 20001",Partly Cloudy,23,11,52,23,10,35,30.34 Steady ,4,10,NNW,13
Fri Jan 29 09:26:18 2010," US and USA, DC and District Of Columbia, Washington, 20001",Partly Cloudy,22,8,34,25,10,38,30.36 Rising Rapidly ,4,10,NNW,17to25
Fri Jan 29 11:58:20 2010," US and USA, DC and District Of Columbia, Washington, 20001",Cloudy,21,8,34,25,10,35,30.39 Steady ,2,10,NNW,14
Fri Jan 29 12:43:02 2010," US and USA, DC and District Of Columbia, Washington, 20001",Mostly Cloudy,20,7,34,25,10,35,30.40 Steady ,1,10,NNW,15
Fri Jan 29 13:30:46 2010," US and USA, DC and District Of Columbia, Washington, 20001",Mostly Cloudy,20,5,35,25,10,36,30.43 Steady ,1,9,NNW,17
Fri Jan 29 14:18:35 2010," US and USA, DC and District Of Columbia, Washington, 20001",Mostly Cloudy,20,5,35,25,10,34,30.44 Rising ,0,10,NNW,17to23
Fri Jan 29 15:03:23 2010," US and USA, DC and District Of Columbia, Washington, 20001",Mostly Cloudy,20,5,35,25,10,36,30.44 Steady ,1,9,NNW,18to23
Fri Jan 29 15:48:55 2010," US and USA, DC and District Of Columbia, Washington, 20001",Cloudy,22,8,35,25,10,34,30.45 Steady ,2,10,NNW,17
Fri Jan 29 16:36:45 2010," US and USA, DC and District Of Columbia, Washington, 20001",Cloudy,22,9,35,25,10,34,30.46 Rising ,2,10,NNW,15
Fri Jan 29 17:21:09 2010," US and USA, DC and District Of Columbia, Washington, 20001",Cloudy,21,8,31,18,10,36,30.45 Falling ,2,10,NNW,14
Fri Jan 29 18:09:38 2010," US and USA, DC and District Of Columbia, Washington, 20001",Cloudy,22,9,31,18,10,35,30.45 Steady ,2,10,NNW,16
Fri Jan 29 18:54:36 2010," US and USA, DC and District Of Columbia, Washington, 20001",Cloudy,23,13,28,18,10,32,30.42 Steady ,2,9,NW,10
Fri Jan 29 19:46:35 2010," US and USA, DC and District Of Columbia, Washington, 20001",Cloudy,25,14,27,21,10,32,30.40 Steady ,3,10,NW,11
Fri Jan 29 20:44:25 2010," US and USA, DC and District Of Columbia, Washington, 20001",Cloudy,25,16,27,21,10,31,30.38 Steady ,3,10,NNW,9
Fri Jan 29 21:29:02 2010," US and USA, DC and District Of Columbia, Washington, 20001",Cloudy,26,17,27,19,20,28,30.38 Steady ,2,10,NW,9to17
Fri Jan 29 22:15:39 2010," US and USA, DC and District Of Columbia, Washington, 20001",Cloudy,26,15,27,19,20,28,30.37 Falling ,2,10,NNW,13to20
Fri Jan 29 23:00:33 2010," US and USA, DC and District Of Columbia, Washington, 20001",Cloudy,25,13,27,19,20,32,30.37 Steady ,3,8,NNW,13to22
Fri Jan 29 23:44:49 2010," US and USA, DC and District Of Columbia, Washington, 20001",Cloudy,25,16,27,19,20,29,30.36 Steady ,2,9,NW,8
Sat Jan 30 00:28:54 2010," US and USA, DC and District Of Columbia, Washington, 20001",Cloudy,26,16,27,19,20,26,30.37 Rising ,1,10,NNW,10
Sat Jan 30 01:13:03 2010," US and USA, DC and District Of Columbia, Washington, 20001",Cloudy,26,15,27,19,20,26,30.38 Rising ,1,10,WNW,12
Sat Jan 30 01:57:01 2010," US and USA, DC and District Of Columbia, Washington, 20001",Cloudy,26,15,27,19,20,29,30.38 Steady ,2,9,WNW,12
Sat Jan 30 02:41:19 2010," US and USA, DC and District Of Columbia, Washington, 20001",Mostly Cloudy,25,13,27,19,20,29,30.38 Steady ,1,10,NNW,14
Sat Jan 30 03:24:49 2010," US and USA, DC and District Of Columbia, Washington, 20001",Cloudy,25,13,27,19,20,28,30.38 Steady ,1,10,N,15
Sat Jan 30 04:08:45 2010," US and USA, DC and District Of Columbia, Washington, 20001",Cloudy,24,11,27,19,20,29,30.38 Steady ,1,10,N,17to22
Sat Jan 30 04:52:31 2010," US and USA, DC and District Of Columbia, Washington, 20001",Cloudy,24,10,27,19,20,29,30.38 Steady ,0,9,NNW,18to22
Sat Jan 30 05:36:17 2010," US and USA, DC and District Of Columbia, Washington, 20001",Cloudy,23,11,27,19,20,29,30.39 Steady ,1,10,NNW,13to19
Sat Jan 30 06:20:21 2010," US and USA, DC and District Of Columbia, Washington, 20001",Cloudy,23,11,27,19,60,28,30.39 Steady ,0,10,NNW,14to23
Sat Jan 30 07:06:20 2010," US and USA, DC and District Of Columbia, Washington, 20001",Cloudy,23,11,27,19,60,30,30.38 Steady ,1,10,NNW,13to19
Sat Jan 30 07:49:01 2010," US and USA, DC and District Of Columbia, Washington, 20001",Cloudy,22,9,27,19,60,33,30.37 Steady ,2,10,NW,14to18
Sat Jan 30 08:32:15 2010," US and USA, DC and District Of Columbia, Washington, 20001",Cloudy,22,11,27,19,60,34,30.36 Steady ,2,10,NNW,10
Sat Jan 30 11:14:02 2010," US and USA, DC and District Of Columbia, Washington, 20001",Cloudy,22,12,23,19,100,34,30.30 Falling Rapidly ,2,10,N,8
Sat Jan 30 12:01:51 2010," US and USA, DC and District Of Columbia, Washington, 20001",Cloudy,22,12,23,19,100,36,30.30 Steady ,3,9,NNE,9
Sat Jan 30 12:45:28 2010," US and USA, DC and District Of Columbia, Washington, 20001",Cloudy,22,10,23,19,100,35,30.29 Steady ,3,7,NNE,12
Sat Jan 30 13:28:41 2010," US and USA, DC and District Of Columbia, Washington, 20001",Cloudy,22,11,22,19,100,34,30.28 Falling ,2,10,NNE,10
Sat Jan 30 14:12:53 2010," US and USA, DC and District Of Columbia, Washington, 20001",Cloudy,22,10,22,19,100,36,30.25 Falling Rapidly ,3,10,NNE,12
Sat Jan 30 14:57:09 2010," US and USA, DC and District Of Columbia, Washington, 20001",Cloudy,22,9,22,19,100,39,30.25 Steady ,4,5,NNE,14
Sat Jan 30 15:42:47 2010," US and USA, DC and District Of Columbia, Washington, 20001",Snow Showers,21,9,21,19,100,46,30.26 Steady ,7,2.5,E,12to18
Sat Jan 30 16:27:45 2010," US and USA, DC and District Of Columbia, Washington, 20001",Snow Showers,19,8,21,19,100,56,30.25 Falling ,9,1.5,ENE,10to16
Sat Jan 30 17:12:12 2010," US and USA, DC and District Of Columbia, Washington, 20001",Snow,18,8,20,19,100,77,30.27 Rising Rapidly ,13,0.5,NNE,8
Sat Jan 30 17:55:23 2010," US and USA, DC and District Of Columbia, Washington, 20001",Snow,18,8,20,19,100,75,30.25 Falling Rapidly ,12,0.5,NE,7
Sat Jan 30 18:39:23 2010," US and USA, DC and District Of Columbia, Washington, 20001",Heavy Snow,18,4,20,19,100,75,30.23 Falling ,12,0.3,N,13
Sat Jan 30 19:22:40 2010," US and USA, DC and District Of Columbia, Washington, 20001",Snow,19,7,20,18,100,72,30.20 Falling ,13,0.5,NNE,12
Sat Jan 30 20:06:56 2010," US and USA, DC and District Of Columbia, Washington, 20001",Snow Showers,19,7,20,18,100,68,30.15 Falling Rapidly ,12,0.8,NNE,13
Sat Jan 30 20:50:01 2010," US and USA, DC and District Of Columbia, Washington, 20001",Snow Showers,19,5,20,18,100,68,30.14 Falling ,12,0.8,N,15
Sat Jan 30 21:33:48 2010," US and USA, DC and District Of Columbia, Washington, 20001",Snow,18,1,20,18,100,74,30.12 Steady ,12,0.4,NNE,20
Sat Jan 30 22:17:19 2010," US and USA, DC and District Of Columbia, Washington, 20001",Snow Showers,18,2,20,18,100,73,30.09 Falling ,12,0.8,NNE,20
Sat Jan 30 23:02:45 2010," US and USA, DC and District Of Columbia, Washington, 20001",Snow Showers,18,3,20,18,100,75,30.09 Steady ,12,0.8,NNE,16
Sat Jan 30 23:47:39 2010," US and USA, DC and District Of Columbia, Washington, 20001",Snow Showers,18,4,20,17,100,75,30.08 Steady ,12,1.3,NNE,14
Sun Jan 31 00:31:38 2010," US and USA, DC and District Of Columbia, Washington, 20001",Snow Showers,18,3,20,17,100,68,30.07 Steady ,10,5,NNE,15
Sun Jan 31 01:22:04 2010," US and USA, DC and District Of Columbia, Washington, 20001",Snow Showers,18,2,20,17,100,68,30.06 Falling ,10,4,N,19
Sun Jan 31 02:06:05 2010," US and USA, DC and District Of Columbia, Washington, 20001",Snow Showers,18,4,20,17,100,68,30.07 Rising ,10,3,N,13to22
Sun Jan 31 02:49:29 2010," US and USA, DC and District Of Columbia, Washington, 20001",Snow Showers,19,7,20,17,100,68,30.06 Steady ,12,0.8,N,12
Sun Jan 31 03:33:24 2010," US and USA, DC and District Of Columbia, Washington, 20001",Flurries,19,3,20,17,100,65,30.06 Steady ,11,3,N,20
Sun Jan 31 04:17:11 2010," US and USA, DC and District Of Columbia, Washington, 20001",Snow Showers,19,4,20,17,90,62,30.05 Steady ,10,5,N,17
Sun Jan 31 05:01:27 2010," US and USA, DC and District Of Columbia, Washington, 20001",Snow Showers,19,7,20,17,90,62,30.05 Steady ,10,4,NNW,12to22
Sun Jan 31 05:47:51 2010," US and USA, DC and District Of Columbia, Washington, 20001",Snow Showers,18,3,20,17,70,68,30.06 Rising ,10,2.5,NNW,16
Sun Jan 31 06:32:42 2010," US and USA, DC and District Of Columbia, Washington, 20001",Snow Showers,18,5,20,17,10,68,30.06 Steady ,10,4,NNW,12
Sun Jan 31 07:15:34 2010," US and USA, DC and District Of Columbia, Washington, 20001",Cloudy,19,8,20,17,10,52,30.06 Steady ,7,8,NW,9
Sun Jan 31 08:02:18 2010," US and USA, DC and District Of Columbia, Washington, 20001",Cloudy,20,9,20,17,10,51,30.06 Steady ,7,10,NNW,9
Sun Jan 31 08:46:58 2010," US and USA, DC and District Of Columbia, Washington, 20001",Cloudy,20,6,20,17,10,43,30.06 Steady ,5,10,NNW,16
Sun Jan 31 09:30:13 2010," US and USA, DC and District Of Columbia, Washington, 20001",Cloudy,20,7,33,19,10,42,30.07 Rising ,4,10,NNW,14
Sun Jan 31 10:13:24 2010," US and USA, DC and District Of Columbia, Washington, 20001",Partly Cloudy,19,6,33,19,10,44,30.09 Rising Rapidly ,4,10,NNW,13
Sun Jan 31 10:57:11 2010," US and USA, DC and District Of Columbia, Washington, 20001",Partly Cloudy,19,6,33,19,10,42,30.09 Steady ,3,10,NNW,14
Sun Jan 31 11:40:43 2010," US and USA, DC and District Of Columbia, Washington, 20001",Partly Cloudy,16,3,33,19,10,48,30.12 Steady ,3,10,NNW,11
Sun Jan 31 12:24:18 2010," US and USA, DC and District Of Columbia, Washington, 20001",Mostly Cloudy,17,5,33,19,10,44,30.15 Rising Rapidly ,2,10,NNW,10
Sun Jan 31 13:07:41 2010," US and USA, DC and District Of Columbia, Washington, 20001",Mostly Cloudy,17,4,33,19,10,45,30.15 Steady ,2,10,NNW,11
Sun Jan 31 13:51:18 2010," US and USA, DC and District Of Columbia, Washington, 20001",Mostly Cloudy,17,3,33,19,10,48,30.17 Steady ,4,10,NNW,14
Sun Jan 31 14:34:05 2010," US and USA, DC and District Of Columbia, Washington, 20001",Mostly Cloudy,19,7,33,19,10,40,30.20 Steady ,2,10,NW,12
Sun Jan 31 15:18:11 2010," US and USA, DC and District Of Columbia, Washington, 20001",Partly Cloudy,19,5,33,19,10,40,30.21 Rising ,2,10,NNW,14
Sun Jan 31 16:01:43 2010," US and USA, DC and District Of Columbia, Washington, 20001",Mostly Sunny,22,8,33,19,10,38,30.21 Steady ,4,10,NNW,15to22
Sun Jan 31 16:51:31 2010," US and USA, DC and District Of Columbia, Washington, 20001",Sunny,24,14,32,19,10,31,30.23 Steady ,2,10,NW,9
Sun Jan 31 17:35:08 2010," US and USA, DC and District Of Columbia, Washington, 20001",Sunny,25,13,32,19,0,26,30.25 Steady ,0,10,NW,13
Sun Jan 31 18:20:08 2010," US and USA, DC and District Of Columbia, Washington, 20001",Sunny,25,14,32,19,0,28,30.24 Falling ,1,10,NNW,13
Sun Jan 31 19:03:56 2010," US and USA, DC and District Of Columbia, Washington, 20001",Sunny,26,14,31,19,0,27,30.24 Steady ,1,10,NNW,13
Sun Jan 31 19:49:26 2010," US and USA, DC and District Of Columbia, Washington, 20001",Sunny,28,20,31,21,0,27,30.22 Steady ,3,10,WNW,8
Sun Jan 31 20:32:15 2010," US and USA, DC and District Of Columbia, Washington, 20001",Sunny,30,25,31,21,0,25,30.19 Steady ,4,9,WNW,5
Sun Jan 31 21:16:53 2010," US and USA, DC and District Of Columbia, Washington, 20001",Mostly Sunny,31,31,31,21,0,23,30.19 Steady ,3,10,CALM,0
Sun Jan 31 21:59:41 2010," US and USA, DC and District Of Columbia, Washington, 20001",Sunny,30,30,31,21,0,29,30.19 Steady ,7,6,CALM,0
