source,flight,scheduled_departure,actual_departure,departure_gate,scheduled_arrival,actual_arrival,arrival_gate,attr9,attr10,attr11
1,49,12,370,,12,445,,,,11847
1,47,12,370,369,12,478,478,,,11848
1,50,12,375,379,12,560,531,,,11852
1,53,12,375,,12,714,,,,11854
1,54,12,378,,12,429,,,,11856
1,56,12,384,376,12,500,489,,,11858
1,57,12,385,,12,480,,,,11860
1,60,12,390,395,12,550,524,,,11864
1,71,12,396,389,12,527,491,,,11874
1,77,12,405,,12,666,,,,11879
1,78,12,405,,12,905,,,,11880
1,81,12,410,,12,633,,,,11883
1,85,12,415,,12,725,,,,11887
1,89,12,419,477,12,634,620,,,11889
1,102,12,420,,12,516,,,,11898
1,104,12,420,,12,557,,,,11899
1,106,12,420,,12,570,,,,11900
1,100,12,420,,12,607,,,,11901
1,94,12,420,415,12,625,618,,,11894
1,1385,12,420,,12,640,,,,11902
1,111,12,425,431,12,615,593,,,11909
1,112,12,425,,12,631,,,,11910
1,113,12,425,424,12,682,655,,,11911
1,115,12,426,,12,593,,,,11913
1,122,12,430,,12,930,,,,11919
1,125,12,433,,12,542,,,,11922
1,127,12,435,444,12,695,657,,,11924
1,134,12,440,,12,609,,,,11931
1,136,12,445,467,12,670,663,,,11932
1,151,12,455,,12,550,,,,11942
1,150,12,455,464,12,561,569,,,11943
1,148,12,455,,12,583,,,,11944
1,167,12,460,,12,689,,,,11948
1,161,12,465,,12,523,,,,11953
1,1415,12,465,482,12,545,530,,,11949
1,157,12,465,900,12,585,994,,,11951
1,158,12,465,476,12,690,682,,,11952
1,162,12,465,494,12,958,956,,,11954
1,1315,12,469,,12,480,,,,11959
1,168,12,470,,12,785,,,,11960
1,164,12,471,,12,680,,,,11961
1,1536,12,474,,12,676,,,,11963
1,172,12,475,,12,595,,,,11964
1,173,12,475,,12,665,,,,11965
1,177,12,480,477,12,571,561,,,11968
1,178,12,480,,12,626,,,,11969
1,176,12,480,475,12,840,824,,,11967
1,184,12,485,,12,695,,,,11975
1,193,12,495,508,12,775,765,,,11984
1,1125,12,500,,12,870,,,,11989
1,202,12,502,546,12,619,667,,,11992
1,204,12,505,,12,855,,,,11994
1,208,12,509,,12,564,,,,11996
1,215,12,510,,12,611,,,,12002
1,209,12,510,,12,620,,,,11997
1,211,12,510,530,12,675,682,,,11999
1,1127,12,520,,12,680,,,,12011
1,1187,12,520,,12,1019,,,,12012
1,227,12,522,,12,595,,,,12016
1,230,12,525,533,12,590,577,,,12020
1,233,12,525,,12,680,,,,12021
1,241,12,530,,12,684,,,,12030
1,242,12,530,529,12,684,677,,,12031
1,240,12,530,524,12,710,689,,,12029
1,244,12,530,,12,781,,,,12032
1,250,12,535,,12,803,,,,12039
1,251,12,535,551,12,803,786,,,12040
1,257,12,540,,12,700,,,,12044
1,260,12,540,533,12,738,739,,,12045
1,275,12,555,554,12,738,728,,,12062
1,285,12,569,,12,625,,,,12073
1,286,12,570,,12,665,,,,12074
1,287,12,570,,12,750,,,,12075
1,298,12,585,,12,828,,,,12089
1,304,12,592,,12,960,,,,12095
1,303,12,593,587,12,810,785,,,12096
1,305,12,595,,12,685,,,,12098
1,306,12,595,,12,685,,,,12099
1,307,12,595,595,12,780,746,,,12100
1,308,12,595,,12,798,,,,12101
1,310,12,595,598,12,1013,996,,,12102
1,1424,12,600,,12,644,,,,12106
1,1542,12,600,,12,692,,,,12107
1,313,12,600,614,12,793,766,,,12108
1,325,12,610,,12,830,,,,12117
1,328,12,611,,12,733,,,,12120
1,1131,12,615,,12,710,,,,12121
1,331,12,620,,12,715,,,,12124
1,338,12,625,,12,826,,,,12128
1,339,12,625,625,12,1124,1090,,,12129
1,343,12,630,,12,760,,,,12132
1,344,12,630,,12,805,,,,12133
1,345,12,630,638,12,825,816,,,12134
1,355,12,639,,12,679,,,,12139
1,361,12,640,639,12,1119,1115,,,12145
1,366,12,645,,12,815,,,,12149
1,369,12,645,639,12,917,888,,,12152
1,374,12,650,,12,690,,,,12154
1,375,12,650,650,12,745,728,,,12156
1,379,12,660,675,12,795,763,,,12161
1,392,12,675,,12,743,,,,12173
1,389,12,675,,12,820,,,,12174
1,393,12,675,,12,850,,,,12175
1,395,12,679,682,12,788,787,,,12178
1,1391,12,680,,12,806,,,,12180
1,414,12,690,684,12,880,883,,,12197
1,420,12,695,692,12,870,865,,,12202
1,1136,12,695,,12,905,,,,12204
1,1544,12,696,,12,705,,,,12207
1,429,12,700,,12,797,,,,12209
1,432,12,700,,12,875,,,,12210
1,436,12,705,778,12,794,868,,,12214
1,434,12,705,698,12,840,825,,,12212
1,435,12,705,,12,930,,,,12213
1,438,12,710,710,12,865,856,,,12216
1,441,12,710,713,12,867,868,,,12218
1,439,12,710,,12,950,,,,12217
1,1137,12,715,,12,875,,,,12221
1,479,12,720,,12,788,,,,12231
1,456,12,720,,12,825,,,,12232
1,449,12,720,,12,860,,,,12226
1,452,12,720,,12,930,,,,12229
1,1489,12,725,719,12,865,833,,,12240
1,462,12,725,,12,1078,,,,12241
1,1394,12,735,,12,813,,,,12251
1,471,12,735,,12,905,,,,12252
1,1514,12,740,,12,816,,,,12256
1,474,12,740,733,12,840,819,,,12255
1,481,12,745,,12,908,,,,12259
1,478,12,745,738,12,1250,1215,,,12258
1,483,12,750,,12,780,,,,12261
1,493,12,750,744,12,860,869,,,12268
1,491,12,750,,12,1064,,,,12269
1,495,12,750,,12,1064,,,,12270
1,489,12,750,744,12,1260,1241,,,12267
1,499,12,755,,12,925,,,,12276
1,502,12,760,,12,855,,,,12279
1,503,12,760,784,12,925,944,,,12280
1,1140,12,770,,12,1264,,,,12292
1,520,12,774,886,12,1033,1123,,,12295
1,1434,12,780,,12,857,,,,12302
1,1435,12,780,,12,869,,,,12303
1,525,12,780,,12,945,,,,12301
1,526,12,780,,12,953,,,,12304
1,527,12,780,777,12,1140,1105,,,12305
1,532,12,785,786,12,1010,1010,,,12309
1,1436,12,790,,12,878,,,,12314
1,1437,12,790,,12,907,,,,12315
1,542,12,790,790,12,976,992,,,12316
1,557,12,805,,12,870,,,,12334
1,559,12,805,801,12,920,907,,,12336
1,1547,12,810,836,12,943,952,,,12342
1,567,12,810,,12,1015,,,,12343
1,573,12,817,,12,870,,,,12346
1,577,12,820,,12,1175,,,,12350
1,584,12,825,825,12,1030,1006,,,12353
1,591,12,835,,12,940,,,,12357
1,592,12,835,,12,950,,,,12358
1,597,12,835,,12,960,,,,12360
1,596,12,835,835,12,1193,1165,,,12361
1,1144,12,840,,12,1015,,,,12367
1,601,12,840,,12,1085,,,,12369
1,1495,12,845,856,12,985,973,,,12373
1,611,12,850,,12,1120,,,,12378
1,613,12,850,,12,1315,,,,12380
1,615,12,855,851,12,1165,1152,,,12382
1,622,12,860,,12,950,,,,12386
1,624,12,865,859,12,1084,1065,,,12392
1,625,12,869,,12,1059,,,,12393
1,629,12,870,872,12,1039,1035,,,12395
1,640,12,874,,12,933,,,,12405
1,647,12,880,,12,960,,,,12410
1,652,12,880,,12,965,,,,12414
1,654,12,880,,12,1188,,,,12415
1,657,12,881,,12,1014,,,,12416
1,658,12,884,886,12,1220,1223,,,12419
1,663,12,890,,12,990,,,,12424
1,666,12,892,947,12,975,1004,,,12427
1,670,12,895,,12,1028,,,,12431
1,685,12,905,,12,1110,,,,12446
1,695,12,910,912,12,1022,1011,,,12454
1,692,12,910,923,12,1065,1048,,,12453
1,699,12,915,,12,1045,,,,12459
1,705,12,915,,12,1051,,,,12462
1,709,12,920,,12,1035,,,,12467
1,1447,12,920,,12,1107,,,,12471
1,714,12,925,,12,1006,,,,12474
1,717,12,929,,12,1114,,,,12476
1,719,12,929,,12,1114,,,,12477
1,718,12,929,,12,1119,,,,12478
1,721,12,930,,12,1038,,,,12479
1,725,12,935,,12,1010,,,,12482
1,726,12,935,,12,1120,,,,12483
1,731,12,935,933,12,1140,414,,,12484
1,748,12,951,948,12,1081,1071,,,12504
1,753,12,955,,12,1213,,,,12508
1,761,12,960,,12,1034,,,,12517
1,758,12,960,,12,1115,,,,12514
1,760,12,960,974,12,1130,1124,,,12516
1,764,12,960,,12,1145,,,,12518
1,768,12,965,970,12,1065,1053,,,12524
1,766,12,965,,12,1195,,,,12523
1,769,12,967,,12,1434,,,,12526
1,770,12,970,,12,1144,,,,12527
1,777,12,976,1037,12,1175,1217,,,12537
1,1455,12,978,,12,1041,,,,12538
1,778,12,980,,12,1190,,,,12539
1,781,12,982,,12,1202,,,,12542
1,785,12,985,1008,12,29,22,,,12545
1,791,12,986,,12,1076,,,,12551
1,794,12,990,986,12,1130,1159,,,12553
1,799,12,995,,12,1030,,,,12558
1,800,12,995,,12,1145,,,,12560
1,1458,12,996,,12,1062,,,,12561
1,804,12,1000,995,12,1100,1078,,,12565
1,809,12,1000,,12,1100,,,,12567
1,807,12,1000,994,12,1117,1116,,,12568
1,808,12,1000,,12,1117,,,,12569
1,815,12,1005,1006,12,1135,410,,,12572
1,821,12,1010,,12,1093,,,,12578
1,822,12,1010,1011,12,1196,1200,,,12579
1,819,12,1010,,12,1210,,,,12577
1,831,12,1015,,12,1100,,,,12587
1,829,12,1015,,12,1110,,,,12588
1,826,12,1015,,12,1200,,,,12584
1,827,12,1015,1015,12,1205,1208,,,12585
1,843,12,1030,,12,1135,,,,12604
1,1155,12,1035,,12,1130,,,,12610
1,850,12,1038,1041,12,1235,1212,,,12612
1,851,12,1040,1027,12,1170,1134,,,12613
1,874,12,1060,,12,1195,,,,12630
1,1279,12,1060,,12,1250,,,,12631
1,1365,12,1065,,12,1160,,,,12635
1,878,12,1065,1066,12,1210,1197,,,12636
1,881,12,1065,1104,12,1267,605,,,12639
1,882,12,1065,1104,12,1267,605,,,12640
1,879,12,1065,,12,1270,,,,12637
1,1504,12,1070,1082,12,1330,1343,,,12645
1,888,12,1074,1077,12,1170,1150,,,12647
1,889,12,1075,,12,1223,,,,12648
1,894,12,1080,,12,1115,,,,12653
1,898,12,1080,,12,1173,,,,12656
1,900,12,1080,,12,1218,,,,12657
1,896,12,1080,1075,12,1270,1254,,,12655
1,906,12,1085,,12,1187,,,,12665
1,908,12,1090,,12,1188,,,,12666
1,909,12,1090,,12,1188,,,,12667
1,910,12,1090,,12,1309,,,,12668
1,913,12,1095,,12,1255,,,,12671
1,915,12,1095,1095,12,1295,1295,,,12672
1,922,12,1101,,12,1230,,,,12678
1,924,12,1105,,12,1125,,,,12679
1,927,12,1110,,12,5,,,,12683
1,931,12,1112,,12,1213,,,,12686
1,934,12,1125,,12,1260,,,,12688
1,935,12,1125,,12,1270,,,,12689
1,939,12,1130,,12,1285,,,,12692
1,755,12,1131,,12,1260,,,,12695
1,933,12,1133,,12,1214,,,,12696
1,943,12,1135,,12,1255,,,,12697
1,945,12,1135,,12,1363,,,,12698
1,946,12,1135,,12,1363,,,,12699
1,1552,12,1138,,12,1262,,,,12703
1,949,12,1140,1158,12,1295,1294,,,12705
1,959,12,1150,,12,1270,,,,12714
1,960,12,1150,1154,12,1350,649,,,12715
1,961,12,1150,1157,12,1365,1371,,,12716
1,969,12,1155,,12,1240,,,,12724
1,983,12,1163,,12,1250,,,,12734
1,1553,12,1165,,12,1313,,,,12735
1,985,12,1166,,12,1276,,,,12736
1,1161,12,1170,,12,1260,,,,12737
1,988,12,1170,,12,1364,,,,12740
1,986,12,1170,,12,1375,,,,12738
1,1471,12,1175,,12,15,,,,12743
1,995,12,1180,1170,12,1265,1250,,,12746
1,996,12,1180,,12,1300,,,,12747
1,1000,12,1182,,12,1248,,,,12749
1,1292,12,1182,,12,1316,,,,12750
1,1002,12,1185,1195,12,1358,1349,,,12752
1,1508,12,1215,,12,1340,,,,12763
1,1021,12,1220,,12,1285,,,,12771
1,1025,12,1225,,12,1435,,,,12774
1,1027,12,1230,1242,12,1375,1372,,,12775
1,1030,12,1235,,12,1385,,,,12780
1,1031,12,1240,,12,1405,,,,12781
1,1037,12,1251,,12,1360,,,,12787
1,1038,12,1251,,12,1360,,,,12788
1,1041,12,1255,1245,12,1383,1371,,,12790
1,1048,12,1260,,12,1405,,,,12799
1,1051,12,1265,1293,12,7,1424,,,12802
1,1054,12,1270,,12,1338,,,,12804
1,1061,12,1280,1300,12,330,304,,,12808
1,1065,12,1290,570,12,1370,650,,,12811
1,1165,12,1295,1319,12,320,318,,,12817
1,1071,12,1295,,12,1377,,,,12818
1,1166,12,1300,1312,12,1360,1339,,,12820
1,1076,12,1305,,12,1387,,,,12823
1,1074,12,1305,,12,1435,,,,12822
1,1078,12,1315,1307,12,1340,1318,,,12825
1,1085,12,1328,,12,30,,,,12833
1,1089,12,1335,,12,1435,,,,12834
1,1097,12,1350,1346,12,25,745,,,12841
1,1098,12,1350,,12,45,,,,12842
1,1104,12,1365,,12,426,,,,12845
1,1106,12,1375,,12,315,,,,12847
1,1555,12,1380,,12,428,,,,12851
1,1117,12,1435,6,12,350,337,,,12858
1,8,13,330,338,13,495,524,,,12868
1,10,13,330,326,13,509,504,,,12869
1,15,13,342,,13,505,,,,12874
1,1121,13,345,340,13,490,475,,,12876
1,16,13,345,,13,560,,,,12877
1,1407,13,360,,13,438,,,,12885
1,25,13,360,366,13,560,543,,,12884
1,33,13,360,359,13,707,706,,,12886
1,1412,13,361,,13,450,,,,12901
1,41,13,365,,13,530,,,,12902
1,43,13,370,,13,560,,,,12905
1,1122,13,370,,13,600,,,,12906
1,51,13,375,370,13,635,636,,,12916
1,56,13,384,,13,500,,,,12921
1,57,13,385,,13,480,,,,12923
1,1304,13,390,,13,438,,,,12928
1,66,13,390,,13,462,,,,12929
1,60,13,390,399,13,550,515,,,12926
1,73,13,390,402,13,555,554,,,12927
1,65,13,390,386,13,635,621,,,12930
1,71,13,396,406,13,527,479,,,12938
1,74,13,400,,13,713,,,,12940
1,75,13,405,403,13,465,457,,,12941
1,77,13,405,,13,666,,,,12943
1,78,13,405,,13,905,,,,12944
1,1414,13,412,,13,516,,,,12949
1,84,13,415,,13,475,,,,12951
1,89,13,419,458,13,634,604,,,12954
1,90,13,420,447,13,495,501,,,12956
1,104,13,420,,13,557,,,,12964
1,107,13,420,,13,635,,,,12965
1,97,13,420,419,13,930,920,,,12963
1,114,13,425,,13,520,,,,12975
1,122,13,430,,13,930,,,,12984
1,129,13,435,435,13,588,584,,,12989
1,127,13,435,488,13,695,714,,,12988
1,134,13,440,,13,609,,,,12995
1,133,13,440,443,13,635,641,,,12994
1,145,13,450,,13,530,,,,13000
1,148,13,455,,13,583,,,,13006
1,147,13,455,517,13,600,625,,,13005
1,1556,13,456,,13,915,,,,13009
1,156,13,465,463,13,570,566,,,13013
1,157,13,465,,13,585,,,,13014
1,160,13,465,,13,644,,,,13016
1,1315,13,469,,13,480,,,,13022
1,172,13,475,472,13,595,611,,,13027
1,180,13,480,,13,571,,,,13031
1,175,13,480,,13,580,,,,13029
1,179,13,480,475,13,715,664,,,13032
1,186,13,485,,13,659,,,,13038
1,182,13,485,,13,685,,,,13036
1,187,13,485,504,13,990,948,,,13039
1,1418,13,490,483,13,581,543,,,13043
1,167,13,491,,13,720,,,,13046
1,195,13,502,,13,613,,,,13054
1,203,13,505,539,13,670,661,,,13056
1,210,13,510,,13,675,,,,13062
1,212,13,510,509,13,685,671,,,13064
1,213,13,510,529,13,710,710,,,13065
1,217,13,515,533,13,710,673,,,13071
1,1191,13,520,530,13,615,606,,,13075
1,225,13,520,528,13,713,725,,,13077
1,227,13,522,,13,595,,,,13080
1,228,13,524,,13,685,,,,13081
1,231,13,525,525,13,618,614,,,13083
1,234,13,525,,13,735,,,,13084
1,237,13,528,,13,835,,,,13087
1,247,13,535,,13,640,,,,13096
1,248,13,535,,13,695,,,,13097
1,250,13,535,,13,803,,,,13099
1,1424,13,537,,13,581,,,,13101
1,1389,13,540,,13,632,,,,13106
1,253,13,540,569,13,646,665,,,13107
1,257,13,540,,13,700,,,,13108
1,264,13,542,540,13,902,899,,,13113
1,266,13,545,,13,670,,,,13115
1,269,13,545,,13,713,,,,13117
1,267,13,545,553,13,755,726,,,13116
1,270,13,550,566,13,735,736,,,13118
1,271,13,550,561,13,765,753,,,13119
1,1422,13,552,,13,736,,,,13121
1,280,13,565,,13,670,,,,13129
1,285,13,569,,13,625,,,,13134
1,1128,13,570,585,13,830,814,,,13138
1,1485,13,575,615,13,715,736,,,13145
1,299,13,579,,13,711,,,,13146
1,1206,13,585,598,13,765,752,,,13147
1,1129,13,585,,13,800,,,,13148
1,300,13,590,,13,675,,,,13151
1,302,13,590,,13,965,,,,13153
1,304,13,592,591,13,960,949,,,13156
1,305,13,595,,13,685,,,,13157
1,309,13,595,,13,962,,,,13160
1,310,13,595,,13,1013,,,,13161
1,1542,13,600,,13,692,,,,13164
1,314,13,600,600,13,793,772,,,13165
1,317,13,605,,13,905,,,,13169
1,330,13,615,,13,859,,,,13180
1,331,13,620,,13,715,,,,13181
1,332,13,620,,13,785,,,,13182
1,338,13,625,626,13,826,820,,,13185
1,347,13,630,,13,783,,,,13194
1,1425,13,635,,13,807,,,,13196
1,358,13,640,651,13,810,795,,,13200
1,359,13,640,671,13,885,892,,,13201
1,375,13,650,650,13,745,722,,,13216
1,1426,13,650,,13,829,,,,13215
1,376,13,651,,13,739,,,,13218
1,1427,13,659,659,13,872,152,,,13220
1,382,13,663,,13,831,,,,13224
1,1429,13,671,,13,718,,,,13231
1,395,13,679,729,13,788,841,,,13238
1,400,13,685,,13,785,,,,13242
1,1135,13,690,,13,770,,,,13255
1,448,13,690,,13,801,,,,13258
1,415,13,690,,13,814,,,,13259
1,419,13,695,713,13,865,857,,,13261
1,420,13,695,691,13,870,856,,,13262
1,426,13,695,708,13,1068,1056,,,13265
1,436,13,705,,13,794,,,,13274
1,437,13,705,,13,1199,,,,13275
1,438,13,710,750,13,865,887,,,13276
1,439,13,710,,13,950,,,,13277
1,442,13,711,,13,1025,,,,13279
1,446,13,715,,13,830,,,,13283
1,449,13,720,717,13,860,865,,,13286
1,457,13,720,,13,880,,,,13291
1,451,13,720,739,13,915,907,,,13288
1,458,13,720,,13,991,,,,13292
1,461,13,721,,13,836,,,,13298
1,459,13,725,739,13,785,785,,,13299
1,465,13,730,724,13,910,892,,,13305
1,1394,13,735,,13,813,,,,13311
1,471,13,735,,13,905,,,,13312
1,474,13,740,741,13,840,831,,,13315
1,481,13,745,,13,908,,,,13319
1,482,13,748,,13,864,,,,13321
1,492,13,750,,13,860,,,,13329
1,493,13,750,742,13,860,860,,,13330
1,486,13,750,,13,910,,,,13325
1,491,13,750,745,13,1064,1065,,,13331
1,495,13,750,,13,1064,,,,13332
1,497,13,754,754,13,1067,1059,,,13335
1,498,13,755,,13,850,,,,13336
1,500,13,755,753,13,935,931,,,13338
1,505,13,760,,13,832,,,,13342
1,502,13,760,,13,855,,,,13339
1,501,13,760,758,13,939,929,,,13343
1,1140,13,770,,13,1264,,,,13354
1,1434,13,780,790,13,857,860,,,13366
1,525,13,780,,13,945,,,,13365
1,532,13,785,785,13,1010,1012,,,13372
1,534,13,785,,13,1010,,,,13373
1,1436,13,790,,13,878,,,,13378
1,549,13,795,792,13,892,892,,,13386
1,547,13,795,,13,934,,,,13387
1,1438,13,797,794,13,885,871,,,13394
1,557,13,805,,13,870,,,,13397
1,1439,13,809,,13,995,,,,13402
1,567,13,810,,13,1015,,,,13404
1,573,13,817,,13,870,,,,13408
1,580,13,820,819,13,1040,1042,,,13413
1,577,13,820,,13,1175,,,,13412
1,591,13,835,846,13,940,941,,,13421
1,599,13,840,832,13,965,960,,,13430
1,602,13,840,,13,1005,,,,13434
1,603,13,840,827,13,1007,987,,,13435
1,611,13,850,,13,1120,,,,13443
1,1443,13,855,,13,950,,,,13449
1,623,13,860,860,13,950,933,,,13452
1,628,13,870,,13,1027,,,,13461
1,627,13,870,,13,1055,,,,13460
1,637,13,870,,13,1092,,,,13462
1,638,13,870,,13,1095,,,,13463
1,631,13,870,,13,1143,,,,13464
1,641,13,875,865,13,1371,1348,,,13477
1,647,13,880,,13,960,,,,13480
1,654,13,880,,13,1188,,,,13484
1,650,13,880,,13,1240,,,,13483
1,657,13,881,,13,1014,,,,13486
1,658,13,884,,13,1220,,,,13488
1,664,13,890,,13,1000,,,,13494
1,665,13,890,893,13,1000,1008,,,13495
1,666,13,892,,13,975,,,,13496
1,674,13,895,,13,1009,,,,13501
1,672,13,895,,13,1020,,,,13502
1,681,13,900,,13,994,,,,13511
1,678,13,900,938,13,1000,1037,,,13508
1,679,13,900,,13,1050,,,,13509
1,680,13,900,897,13,1405,1384,,,13510
1,682,13,905,,13,970,,,,13512
1,683,13,905,,13,1040,,,,13513
1,690,13,905,909,13,1085,1079,,,13516
1,687,13,905,901,13,1151,1135,,,13517
1,1147,13,910,,13,1000,,,,13521
1,705,13,915,,13,1051,,,,13531
1,703,13,915,,13,1107,,,,13532
1,704,13,915,,13,1107,,,,13533
1,708,13,920,952,13,1010,331,,,13535
1,709,13,920,,13,1035,,,,13536
1,713,13,920,936,13,1070,1037,,,13540
1,1447,13,920,,13,1107,,,,13541
1,716,13,927,,13,1025,,,,13545
1,722,13,930,,13,1029,,,,13549
1,726,13,935,,13,1120,,,,13552
1,735,13,945,,13,1145,,,,13563
1,741,13,950,,13,1103,,,,13566
1,742,13,950,1052,13,1226,1296,,,13567
1,743,13,950,1052,13,1226,1296,,,13568
1,751,13,955,975,13,1152,1170,,,13578
1,1450,13,957,,13,1141,,,,13582
1,757,13,959,,13,1069,,,,13584
1,761,13,960,,13,1034,,,,13589
1,1451,13,960,958,13,1150,1160,,,13590
1,767,13,965,,13,1056,,,,13595
1,766,13,965,,13,1195,,,,13594
1,770,13,970,,13,1144,,,,13598
1,1498,13,975,,13,1120,,,,13604
1,1151,13,975,,13,1144,,,,13609
1,776,13,975,,13,1195,,,,13608
1,1455,13,978,,13,1041,,,,13611
1,780,13,980,,13,641,,,,13613
1,778,13,980,,13,1190,,,,13612
1,782,13,982,267,13,50,733,,,13614
1,785,13,985,1018,13,29,30,,,13617
1,783,13,985,,13,1115,,,,13615
1,790,13,985,,13,1185,,,,13618
1,784,13,985,,13,1250,,,,13616
1,798,13,990,,13,1205,,,,13626
1,802,13,993,991,13,1164,1145,,,13629
1,799,13,995,,13,1030,,,,13630
1,1459,13,999,,13,1062,,,,13635
1,812,13,1005,,13,1080,,,,13644
1,814,13,1005,,13,1135,,,,13645
1,815,13,1005,1015,13,1135,1118,,,13646
1,821,13,1010,,13,1093,,,,13652
1,818,13,1010,,13,1119,,,,13653
1,1563,13,1013,,13,1075,,,,13655
1,831,13,1015,,13,1100,,,,13661
1,844,13,1030,1028,13,1225,1225,,,13678
1,1154,13,1035,315,13,1110,390,,,13682
1,851,13,1040,,13,1170,,,,13685
1,854,13,1040,,13,1215,,,,13688
1,1565,13,1040,,13,1379,,,,13687
1,861,13,1045,1100,13,1222,1269,,,13693
1,862,13,1048,,13,1252,,,,13695
1,868,13,1054,,13,1220,,,,13700
1,869,13,1055,1057,13,1260,1272,,,13701
1,1279,13,1060,,13,1250,,,,13705
1,876,13,1060,,13,1299,,,,13707
1,877,13,1065,1169,13,1160,1271,,,13709
1,1365,13,1065,,13,1160,,,,13710
1,878,13,1065,,13,1210,,,,13711
1,883,13,1066,,13,1282,,,,13718
1,885,13,1070,,13,1240,,,,13719
1,896,13,1080,1077,13,1270,1251,,,13727
1,899,13,1080,,13,1288,,,,13728
1,902,13,1085,1108,13,1248,544,,,13737
1,909,13,1090,,13,1188,,,,13739
1,913,13,1095,,13,1255,,,,13744
1,914,13,1095,,13,1282,,,,13745
1,920,13,1100,1094,13,1214,1210,,,13748
1,924,13,1105,,13,1125,,,,13752
1,927,13,1110,,13,5,,,,13756
1,928,13,1110,,13,1165,,,,13754
1,1566,13,1111,,13,1244,,,,13759
1,935,13,1125,,13,1270,,,,13764
1,1568,13,1125,,13,1279,,,,13765
1,939,13,1130,,13,1285,,,,13767
1,933,13,1133,,13,1214,,,,13769
1,1468,13,1139,,13,1219,,,,13776
1,1569,13,1140,,13,1216,,,,13777
1,952,13,1140,1136,13,1325,1294,,,13778
1,953,13,1140,,13,1335,,,,13779
1,1571,13,1150,,13,1241,,,,13791
1,1470,13,1152,,13,1238,,,,13796
1,968,13,1155,,13,1230,,,,13798
1,969,13,1155,,13,1240,,,,13799
1,1507,13,1160,,13,1295,,,,13802
1,978,13,1160,,13,1400,,,,13803
1,982,13,1162,1162,13,1250,1240,,,13805
1,983,13,1163,,13,1250,,,,13806
1,987,13,1170,1263,13,1385,779,,,13811
1,993,13,1175,,13,1311,,,,13814
1,995,13,1180,1252,13,1265,1340,,,13816
1,1000,13,1182,,13,1248,,,,13819
1,1575,13,1192,,13,1262,,,,13824
1,1004,13,1195,,13,1287,,,,13825
1,1576,13,1205,,13,1393,,,,13829
1,1014,13,1210,,13,1370,,,,13832
1,1018,13,1215,1209,13,1317,1303,,,13837
1,1021,13,1220,,13,1285,,,,13843
1,1027,13,1230,1253,13,1375,1393,,,13846
1,974,13,1230,,13,1390,,,,13847
1,975,13,1230,1265,13,1390,740,,,13848
1,1032,13,1240,520,13,15,735,,,13854
1,1035,13,1250,1247,13,1436,707,,,13858
1,1042,13,1255,,13,1383,,,,13863
1,1039,13,1255,535,13,1425,705,,,13862
1,1045,13,1260,,13,1350,,,,13869
1,1052,13,1265,,13,7,,,,13878
1,1580,13,1270,,13,1438,,,,13881
1,1060,13,1280,1295,13,325,321,,,13886
1,1061,13,1280,560,13,330,330,,,13887
1,1062,13,1285,,13,1335,,,,13888
1,1063,13,1285,,13,1435,,,,13889
1,1069,13,1295,680,13,10,148,,,13897
1,1068,13,1295,,13,1380,,,,13896
1,1166,13,1300,1309,13,1360,1343,,,13899
1,1070,13,1305,,13,1387,,,,13903
1,1076,13,1305,,13,1387,,,,13904
1,1582,13,1305,,13,1387,,,,13902
1,1080,13,1315,600,13,60,757,,,13910
1,1094,13,1340,624,13,363,341,,,13919
1,1100,13,1350,1363,13,1430,714,,,13921
1,1583,13,1357,,13,409,,,,13925
1,1105,13,1370,,13,105,,,,13927
1,1102,13,1376,669,13,461,416,,,13931
1,1113,13,1400,1408,13,315,286,,,13936
1,1114,13,1405,1410,13,415,397,,,13937
1,1115,13,1410,703,13,408,383,,,13938
1,1117,13,1435,729,13,350,342,,,13940
1,1119,13,1439,,13,331,,,,13942
1,13,14,335,356,14,525,513,,,13947
1,1586,14,340,,14,430,,,,13948
1,16,14,345,,14,560,,,,13950
1,17,14,350,350,14,485,470,,,13951
1,20,14,360,,14,400,,,,13953
1,36,14,360,,14,431,,,,13958
1,1587,14,360,370,14,475,440,,,13959
1,30,14,366,376,14,589,549,,,13962
1,1588,14,370,,14,440,,,,13964
1,43,14,370,369,14,560,542,,,13963
1,59,14,390,386,14,500,464,,,13967
1,68,14,394,,14,453,,,,13971
1,72,14,400,408,14,495,470,,,13972
1,75,14,405,417,14,465,457,,,13973
1,1590,14,405,429,14,465,455,,,13975
1,1591,14,410,413,14,525,530,,,13977
1,1592,14,420,424,14,589,557,,,13982
1,120,14,430,,14,580,,,,13986
1,132,14,440,463,14,515,501,,,13989
1,165,14,450,471,14,597,567,,,13993
1,1415,14,465,463,14,545,533,,,13996
1,156,14,465,482,14,570,595,,,13997
1,208,14,510,,14,565,,,,14005
1,316,14,605,659,14,770,793,,,14012
1,1601,14,648,,14,675,,,,14016
1,390,14,660,656,14,875,105,,,14019
1,1602,14,674,701,14,853,825,,,14020
1,1603,14,685,,14,740,,,,14022
1,566,14,810,838,14,950,959,,,14030
1,682,14,905,,14,970,,,,14032
1,686,14,925,,14,1104,,,,14033
1,762,14,960,250,14,29,712,,,14034
1,1608,14,991,,14,1044,,,,14040
1,983,14,1155,,14,1246,,,,14048
1,1060,14,1280,1290,14,325,319,,,14065
