0,entity,Domain,Conditions,,day,,,,,,,,,,
6,2014,Dallas,Overcast,77,1,,,,,,,,,,
7,2014,Dallas,Cloudy,75,1,,,,,,,,,,
14,2014,Dallas,Cloudy,74,1,,,,,,,,,,
8,2014,Dallas,Cloudy,74,1,,,,,,,,,,
9,2014,Dallas,Flood warningCloudy,80,1,,,,,,,,,,
15,2014,Dallas,Cloudy,75,1,,,,,,,,,,
10,2014,Dallas,mostly cloudy,80,1,,,,,,,,,,
11,2014,Dallas,Cloudy,74,1,,,,,,,,,,
12,2014,Dallas,Cloudy,78,1,,,,,,,,,,
13,2014,Dallas,Overcast,75,1,,,,,,,,,,
1,2024,Dallas,Cloudy,,1,,,,,,,,,,
2,2024,Dallas,Overcast,74,1,,,,,,,,,,
3,2024,Dallas,Overcast,75,1,,,,,,,,,,
4,2024,Dallas,Overcast,77,1,,,,,,,,,,
5,2024,Dallas,Cloudy,74,1,,,,,,,,,,
6,2024,Dallas,Overcast,71,1,,,,,,,,,,
7,2024,Dallas,Cloudy,73,1,,,,,,,,,,
14,2024,Dallas,Cloudy,70,1,,,,,,,,,,
8,2024,Dallas,Cloudy,74,1,,,,,,,,,,
9,2024,Dallas,Flood warningCloudy,74,1,,,,,,,,,,
15,2024,Dallas,Cloudy,75,1,,,,,,,,,,
10,2024,Dallas,mostly cloudy,80,1,,,,,,,,,,
11,2024,Dallas,Cloudy,74,1,,,,,,,,,,
12,2024,Dallas,Cloudy,74,1,,,,,,,,,,
13,2024,Dallas,Overcast,75,1,,,,,,,,,,
1,2026,Dallas,Cloudy,,1,,,,,,,,,,
2,2026,Dallas,Overcast,74,1,,,,,,,,,,
3,2026,Dallas,Overcast,75,1,,,,,,,,,,
4,2026,Dallas,Overcast,75,1,,,,,,,,,,
5,2026,Dallas,Cloudy,71,1,,,,,,,,,,
6,2026,Dallas,Overcast,69,1,,,,,,,,,,
7,2026,Dallas,Cloudy,69,1,,,,,,,,,,
14,2026,Dallas,Cloudy,70,1,,,,,,,,,,
8,2026,Dallas,Cloudy,71,1,,,,,,,,,,
9,2026,Dallas,Flood warningCloudy,74,1,,,,,,,,,,
15,2026,Dallas,Cloudy,75,1,,,,,,,,,,
10,2026,Dallas,mostly cloudy,74,1,,,,,,,,,,
11,2026,Dallas,Cloudy,71,1,,,,,,,,,,
12,2026,Dallas,Cloudy,74,1,,,,,,,,,,
13,2026,Dallas,Overcast,75,1,,,,,,,,,,
1,2047,Dallas,Cloudy,,1,,,,,,,,,,
2,2047,Dallas,Overcast,86,1,,,,,,,,,,
3,2047,Dallas,Overcast,82,1,,,,,,,,,,
4,2047,Dallas,Overcast,81,1,,,,,,,,,,
5,2047,Dallas,Cloudy,81,1,,,,,,,,,,
6,2047,Dallas,Overcast,78,1,,,,,,,,,,
7,2047,Dallas,Cloudy,79,1,,,,,,,,,,
14,2047,Dallas,Cloudy,74,1,,,,,,,,,,
8,2047,Dallas,Cloudy,81,1,,,,,,,,,,
9,2047,Dallas,Flood warningCloudy,86,1,,,,,,,,,,
15,2047,Dallas,Cloudy,82,1,,,,,,,,,,
10,2047,Dallas,mostly cloudy,80,1,,,,,,,,,,
11,2047,Dallas,Cloudy,81,1,,,,,,,,,,
12,2047,Dallas,Cloudy,82,1,,,,,,,,,,
13,2047,Dallas,Overcast,82,1,,,,,,,,,,
1,2110,Dallas,Light Rain,,1,,,,,,,,,,
2,2110,Dallas,Light Rain,88,1,,,,,,,,,,
3,2110,Dallas,Light Rain,87,1,,,,,,,,,,
4,2110,Dallas,Light Rain,83,1,,,,,,,,,,
5,2110,Dallas,Showers,87,1,,,,,,,,,,
6,2110,Dallas,Overcast,88,1,,,,,,,,,,
7,2110,Dallas,Cloudy,87,1,,,,,,,,,,
14,2110,Dallas,Cloudy,82,1,,,,,,,,,,
8,2110,Dallas,Showers,87,1,,,,,,,,,,
9,2110,Dallas,Short term forecastRain,88,1,,,,,,,,,,
15,2110,Dallas,Light Rain,86,1,,,,,,,,,,
10,2110,Dallas,light rain,88,1,,,,,,,,,,
11,2110,Dallas,Light Rain,87,1,,,,,,,,,,
12,2110,Dallas,Light Rain,86,1,,,,,,,,,,
13,2110,Dallas,Light Rain,87,1,,,,,,,,,,
1,2110,Dallas,Light Rain,,1,,,,,,,,,,
2,2110,Dallas,Light Rain,88,1,,,,,,,,,,
3,2110,Dallas,Light Rain,87,1,,,,,,,,,,
4,2110,Dallas,Light Rain,83,1,,,,,,,,,,
5,2110,Dallas,Rain,87,1,,,,,,,,,,
6,2110,Dallas,Overcast,88,1,,,,,,,,,,
7,2110,Dallas,Cloudy,87,1,,,,,,,,,,
14,2110,Dallas,Cloudy,82,1,,,,,,,,,,
1,2112,Dallas,Cloudy,,1,,,,,,,,,,
2,2112,Dallas,Overcast,88,1,,,,,,,,,,
3,2112,Dallas,Overcast,88,1,,,,,,,,,,
4,2112,Dallas,Overcast,83,1,,,,,,,,,,
5,2112,Dallas,Showers,93,1,,,,,,,,,,
6,2112,Dallas,Overcast,88,1,,,,,,,,,,
7,2112,Dallas,Cloudy,87,1,,,,,,,,,,
14,2112,Dallas,Cloudy,82,1,,,,,,,,,,
8,2112,Dallas,Showers,93,1,,,,,,,,,,
9,2112,Dallas,Short term forecastCloudy,88,1,,,,,,,,,,
15,2112,Dallas,Cloudy,88,1,,,,,,,,,,
10,2112,Dallas,mostly cloudy,88,1,,,,,,,,,,
11,2112,Dallas,Light Rain,93,1,,,,,,,,,,
12,2112,Dallas,Cloudy,87,1,,,,,,,,,,
13,2112,Dallas,Overcast,87,1,,,,,,,,,,
1,2112,Dallas,Cloudy,,1,,,,,,,,,,
2,2112,Dallas,Overcast,88,1,,,,,,,,,,
3,2112,Dallas,Overcast,87,1,,,,,,,,,,
4,2112,Dallas,Overcast,82,1,,,,,,,,,,
1,2648,Detroit,Fair,,1,,,,,,,,,,
2,2648,Detroit,Clear,53,1,,,,,,,,,,
3,2648,Detroit,Clear,52,1,,,,,,,,,,
4,2648,Detroit,Clear,56,1,,,,,,,,,,
5,2648,Detroit,Mostly Clear,64,1,,,,,,,,,,
6,2648,Detroit,Clear,53,1,,,,,,,,,,
7,2648,Detroit,Clear,52,1,,,,,,,,,,
14,2648,Detroit,Mostly Clear,39,1,,,,,,,,,,
8,2648,Detroit,Clear,51,1,,,,,,,,,,
9,2648,Detroit,Clear,53,1,,,,,,,,,,
15,2648,Detroit,Clear,51,1,,,,,,,,,,
10,2648,Detroit,clear sky,52,1,,,,,,,,,,
11,2648,Detroit,Mostly Clear,64,1,,,,,,,,,,
12,2648,Detroit,Mostly Clear,64,1,,,,,,,,,,
13,2648,Detroit,Fair,51,1,,,,,,,,,,
1,2649,Detroit,Fair,,1,,,,,,,,,,
2,2649,Detroit,Clear,57,1,,,,,,,,,,
3,2649,Detroit,Clear,59,1,,,,,,,,,,
4,2649,Detroit,Clear,60,1,,,,,,,,,,
5,2649,Detroit,Mostly Clear,64,1,,,,,,,,,,
6,2649,Detroit,Clear,57,1,,,,,,,,,,
7,2649,Detroit,Clear,55,1,,,,,,,,,,
14,2649,Detroit,Mostly Clear,44,1,,,,,,,,,,
8,2649,Detroit,Clear,51,1,,,,,,,,,,
9,2649,Detroit,Clear,57,1,,,,,,,,,,
15,2649,Detroit,Clear,58,1,,,,,,,,,,
10,2649,Detroit,clear sky,52,1,,,,,,,,,,
11,2649,Detroit,Mostly Clear,64,1,,,,,,,,,,
12,2649,Detroit,Mostly Clear,64,1,,,,,,,,,,
13,2649,Detroit,Fair,58,1,,,,,,,,,,
1,2650,Detroit,Fair,,1,,,,,,,,,,
2,2650,Detroit,Clear,57,1,,,,,,,,,,
3,2650,Detroit,Clear,62,1,,,,,,,,,,
4,2650,Detroit,Clear,62,1,,,,,,,,,,
5,2650,Detroit,Mostly Clear,64,1,,,,,,,,,,
6,2650,Detroit,Clear,62,1,,,,,,,,,,
7,2650,Detroit,Clear,64,1,,,,,,,,,,
14,2650,Detroit,Mostly Clear,52,1,,,,,,,,,,
8,2650,Detroit,Clear,58,1,,,,,,,,,,
9,2650,Detroit,Clear,62,1,,,,,,,,,,
15,2650,Detroit,Clear,61,1,,,,,,,,,,
10,2650,Detroit,clear sky,56,1,,,,,,,,,,
11,2650,Detroit,Mostly Clear,67,1,,,,,,,,,,
12,2650,Detroit,Mostly Clear,64,1,,,,,,,,,,
13,2650,Detroit,Fair,61,1,,,,,,,,,,
1,2672,Detroit,Partly Cloudy,,1,,,,,,,,,,
2,2672,Detroit,Partly Cloudy,62,1,,,,,,,,,,
3,2672,Detroit,Scattered Clouds,62,1,,,,,,,,,,
4,2672,Detroit,Scattered Clouds,62,1,,,,,,,,,,
5,2672,Detroit,Partly Sunny,50,1,,,,,,,,,,
6,2672,Detroit,Partly Cloudy,62,1,,,,,,,,,,
7,2672,Detroit,Partly Cloudy,52,1,,,,,,,,,,
14,2672,Detroit,Mostly Cloudy,52,1,,,,,,,,,,
8,2672,Detroit,Mostly Cloudy,59,1,,,,,,,,,,
9,2672,Detroit,Partly Cloudy,62,1,,,,,,,,,,
15,2672,Detroit,Mostly Clear,62,1,,,,,,,,,,
10,2672,Detroit,mostly cloudy,62,1,,,,,,,,,,
11,2672,Detroit,Partly Sunny,50,1,,,,,,,,,,
12,2672,Detroit,Partly Sunny,50,1,,,,,,,,,,
13,2672,Detroit,Partly Cloudy,62,1,,,,,,,,,,
1,2685,Detroit,Fair,,1,,,,,,,,,,
2,2685,Detroit,Clear,79,1,,,,,,,,,,
3,2685,Detroit,Clear,77,1,,,,,,,,,,
4,2685,Detroit,Clear,81,1,,,,,,,,,,
5,2685,Detroit,Mostly Clear,80,1,,,,,,,,,,
6,2685,Detroit,Clear,79,1,,,,,,,,,,
7,2685,Detroit,Partly Cloudy,71,1,,,,,,,,,,
14,2685,Detroit,Mostly Clear,73,1,,,,,,,,,,
8,2685,Detroit,Clear,77,1,,,,,,,,,,
9,2685,Detroit,Clear,79,1,,,,,,,,,,
15,2685,Detroit,Clear,77,1,,,,,,,,,,
10,2685,Detroit,clear sky,79,1,,,,,,,,,,
11,2685,Detroit,Mostly Clear,80,1,,,,,,,,,,
12,2685,Detroit,Mostly Clear,80,1,,,,,,,,,,
13,2685,Detroit,Fair,77,1,,,,,,,,,,
1,2687,Detroit,Fair,,1,,,,,,,,,,
2,2687,Detroit,Clear,79,1,,,,,,,,,,
3,2687,Detroit,Clear,77,1,,,,,,,,,,
4,2687,Detroit,Clear,80,1,,,,,,,,,,
5,2687,Detroit,Partly Cloudy,76,1,,,,,,,,,,
6,2687,Detroit,Clear,79,1,,,,,,,,,,
7,2687,Detroit,Clear,73,1,,,,,,,,,,
14,2687,Detroit,Mostly Clear,73,1,,,,,,,,,,
8,2687,Detroit,Clear,77,1,,,,,,,,,,
9,2687,Detroit,Clear,79,1,,,,,,,,,,
15,2687,Detroit,Clear,77,1,,,,,,,,,,
10,2687,Detroit,clear sky,79,1,,,,,,,,,,
11,2687,Detroit,Partly Cloudy,76,1,,,,,,,,,,
12,2687,Detroit,Partly Cloudy,76,1,,,,,,,,,,
13,2687,Detroit,Fair,77,1,,,,,,,,,,
1,2691,Detroit,Fair,,1,,,,,,,,,,
2,2691,Detroit,Clear,85,1,,,,,,,,,,
3,2691,Detroit,Clear,84,1,,,,,,,,,,
4,2691,Detroit,Clear,82,1,,,,,,,,,,
5,2691,Detroit,Mostly Cloudy,80,1,,,,,,,,,,
6,2691,Detroit,Clear,85,1,,,,,,,,,,
7,2691,Detroit,Mostly Clear,78,1,,,,,,,,,,
14,2691,Detroit,Mostly Clear,72,1,,,,,,,,,,
8,2691,Detroit,Clear,77,1,,,,,,,,,,
9,2691,Detroit,Clear,85,1,,,,,,,,,,
15,2691,Detroit,Clear,84,1,,,,,,,,,,
10,2691,Detroit,clear sky,78,1,,,,,,,,,,
11,2691,Detroit,Mostly Cloudy,80,1,,,,,,,,,,
12,2691,Detroit,Mostly Cloudy,80,1,,,,,,,,,,
13,2691,Detroit,Fair,84,1,,,,,,,,,,
1,2885,El Paso,Cloudy,,1,,,,,,,,,,
2,2885,El Paso,Overcast,86,1,,,,,,,,,,
3,2885,El Paso,Overcast,85,1,,,,,,,,,,
4,2885,El Paso,Overcast,81,1,,,,,,,,,,
5,2885,El Paso,Cloudy,85,1,,,,,,,,,,
6,2885,El Paso,Overcast,86,1,,,,,,,,,,
7,2885,El Paso,Cloudy,82,1,,,,,,,,,,
14,2885,El Paso,Cloudy,77,1,,,,,,,,,,
8,2885,El Paso,Cloudy,85,1,,,,,,,,,,
9,2885,El Paso,Cloudy,86,1,,,,,,,,,,
15,2885,El Paso,Cloudy,85,1,,,,,,,,,,
10,2885,El Paso,mostly cloudy,86,1,,,,,,,,,,
11,2885,El Paso,Cloudy,85,1,,,,,,,,,,
12,2885,El Paso,Cloudy,85,1,,,,,,,,,,
13,2885,El Paso,Overcast,85,1,,,,,,,,,,
1,2889,El Paso,Mostly Cloudy,,1,,,,,,,,,,
2,2889,El Paso,Mostly Cloudy,80,1,,,,,,,,,,
3,2889,El Paso,Mostly Cloudy,76,1,,,,,,,,,,
4,2889,El Paso,Mostly Cloudy,77,1,,,,,,,,,,
5,2889,El Paso,Mostly Cloudy,75,1,,,,,,,,,,
6,2889,El Paso,Mostly Cloudy,80,1,,,,,,,,,,
7,2889,El Paso,Mostly Cloudy,71,1,,,,,,,,,,
14,2889,El Paso,Cloudy,77,1,,,,,,,,,,
8,2889,El Paso,Mostly Cloudy,75,1,,,,,,,,,,
9,2889,El Paso,Mostly Cloudy,80,1,,,,,,,,,,
15,2889,El Paso,Mostly Cloudy,80,1,,,,,,,,,,
10,2889,El Paso,mostly cloudy,80,1,,,,,,,,,,
11,2889,El Paso,Mostly Cloudy,75,1,,,,,,,,,,
12,2889,El Paso,Mostly Cloudy,75,1,,,,,,,,,,
13,2889,El Paso,Mostly Cloudy,76,1,,,,,,,,,,
1,2895,El Paso,Partly Cloudy,,1,,,,,,,,,,
2,2895,El Paso,Partly Cloudy,61,1,,,,,,,,,,
3,2895,El Paso,Partly Cloudy,65,1,,,,,,,,,,
4,2895,El Paso,Partly Cloudy,62,1,,,,,,,,,,
5,2895,El Paso,Partly Sunny,64,1,,,,,,,,,,
6,2895,El Paso,Partly Cloudy,61,1,,,,,,,,,,
7,2895,El Paso,Partly Cloudy,65,1,,,,,,,,,,
14,2895,El Paso,Partly Cloudy,65,1,,,,,,,,,,
8,2895,El Paso,Partly Sunny,64,1,,,,,,,,,,
9,2895,El Paso,Mostly Sunny,61,1,,,,,,,,,,
15,2895,El Paso,Few Clouds,64,1,,,,,,,,,,
10,2895,El Paso,clear sky,65,1,,,,,,,,,,
11,2895,El Paso,Partly Sunny,64,1,,,,,,,,,,
12,2895,El Paso,Partly Sunny,64,1,,,,,,,,,,
13,2895,El Paso,A Few Clouds,65,1,,,,,,,,,,
1,2969,El Paso,Fair,,1,,,,,,,,,,
2,2969,El Paso,Clear,61,1,,,,,,,,,,
3,2969,El Paso,Clear,63,1,,,,,,,,,,
4,2969,El Paso,Clear,68,1,,,,,,,,,,
5,2969,El Paso,Clear,62,1,,,,,,,,,,
6,2969,El Paso,Clear,61,1,,,,,,,,,,
7,2969,El Paso,Clear,63,1,,,,,,,,,,
14,2969,El Paso,Partly Cloudy,63,1,,,,,,,,,,
8,2969,El Paso,Partly Cloudy,62,1,,,,,,,,,,
9,2969,El Paso,Clear,61,1,,,,,,,,,,
15,2969,El Paso,Clear,62,1,,,,,,,,,,
10,2969,El Paso,clear sky,61,1,,,,,,,,,,
11,2969,El Paso,Clear,62,1,,,,,,,,,,
12,2969,El Paso,Clear,62,1,,,,,,,,,,
13,2969,El Paso,Fair,63,1,,,,,,,,,,
1,2974,El Paso,Fair,,1,,,,,,,,,,
2,2974,El Paso,Clear,75,1,,,,,,,,,,
3,2974,El Paso,Clear,76,1,,,,,,,,,,
4,2974,El Paso,Clear,75,1,,,,,,,,,,
5,2974,El Paso,Clear,75,1,,,,,,,,,,
6,2974,El Paso,Clear,75,1,,,,,,,,,,
7,2974,El Paso,Clear,81,1,,,,,,,,,,
14,2974,El Paso,Mostly Clear,76,1,,,,,,,,,,
8,2974,El Paso,Clear,75,1,,,,,,,,,,
9,2974,El Paso,Clear,75,1,,,,,,,,,,
15,2974,El Paso,Clear,75,1,,,,,,,,,,
10,2974,El Paso,clear sky,75,1,,,,,,,,,,
11,2974,El Paso,Clear,75,1,,,,,,,,,,
12,2974,El Paso,Clear,75,1,,,,,,,,,,
13,2974,El Paso,Fair,76,1,,,,,,,,,,
1,2995,El Paso,Cloudy,,1,,,,,,,,,,
2,2995,El Paso,Overcast,44,1,,,,,,,,,,
3,2995,El Paso,Overcast,43,1,,,,,,,,,,
4,2995,El Paso,Overcast,41,1,,,,,,,,,,
5,2995,El Paso,Cloudy,42,1,,,,,,,,,,
6,2995,El Paso,Overcast,44,1,,,,,,,,,,
7,2995,El Paso,Cloudy,43,1,,,,,,,,,,
14,2995,El Paso,Mostly Cloudy,45,1,,,,,,,,,,
8,2995,El Paso,Intermittent Clouds,44,1,,,,,,,,,,
9,2995,El Paso,Cloudy,43,1,,,,,,,,,,
15,2995,El Paso,Cloudy,43,1,,,,,,,,,,
10,2995,El Paso,mostly cloudy,43,1,,,,,,,,,,
11,2995,El Paso,Cloudy,42,1,,,,,,,,,,
12,2995,El Paso,Cloudy,42,1,,,,,,,,,,
13,2995,El Paso,Overcast,43,1,,,,,,,,,,
1,3002,El Paso,Partly Cloudy,,1,,,,,,,,,,
2,3002,El Paso,Partly Cloudy,66,1,,,,,,,,,,
3,3002,El Paso,Scattered Clouds,65,1,,,,,,,,,,
4,3002,El Paso,Scattered Clouds,67,1,,,,,,,,,,
5,3002,El Paso,Mostly Clear,65,1,,,,,,,,,,
6,3002,El Paso,Partly Cloudy,66,1,,,,,,,,,,
7,3002,El Paso,Partly Cloudy,68,1,,,,,,,,,,
14,3002,El Paso,Mostly Cloudy,68,1,,,,,,,,,,
8,3002,El Paso,Mostly Clear,65,1,,,,,,,,,,
9,3002,El Paso,Partly Cloudy,65,1,,,,,,,,,,
15,3002,El Paso,Mostly Clear,65,1,,,,,,,,,,
10,3002,El Paso,clear sky,65,1,,,,,,,,,,
11,3002,El Paso,Mostly Clear,65,1,,,,,,,,,,
12,3002,El Paso,Mostly Clear,65,1,,,,,,,,,,
13,3002,El Paso,Partly Cloudy,65,1,,,,,,,,,,
1,3017,El Paso,Cloudy,,1,,,,,,,,,,
2,3017,El Paso,Overcast,81,1,,,,,,,,,,
3,3017,El Paso,Overcast,82,1,,,,,,,,,,
4,3017,El Paso,Overcast,76,1,,,,,,,,,,
5,3017,El Paso,Cloudy,82,1,,,,,,,,,,
6,3017,El Paso,Overcast,81,1,,,,,,,,,,
7,3017,El Paso,Cloudy,82,1,,,,,,,,,,
14,3017,El Paso,Cloudy,79,1,,,,,,,,,,
8,3017,El Paso,Cloudy,79,1,,,,,,,,,,
9,3017,El Paso,Cloudy,81,1,,,,,,,,,,
15,3017,El Paso,Cloudy,76,1,,,,,,,,,,
10,3017,El Paso,mostly cloudy,81,1,,,,,,,,,,
11,3017,El Paso,Cloudy,82,1,,,,,,,,,,
12,3017,El Paso,Cloudy,82,1,,,,,,,,,,
13,3017,El Paso,Mostly Cloudy,87,1,,,,,,,,,,
1,3024,El Paso,Mostly Cloudy,,1,,,,,,,,,,
2,3024,El Paso,Mostly Cloudy,47,1,,,,,,,,,,
3,3024,El Paso,Mostly Cloudy,42,1,,,,,,,,,,
4,3024,El Paso,Mostly Cloudy,48,1,,,,,,,,,,
5,3024,El Paso,Cloudy,44,1,,,,,,,,,,
6,3024,El Paso,Mostly Cloudy,47,1,,,,,,,,,,
7,3024,El Paso,Mostly Cloudy,43,1,,,,,,,,,,
14,3024,El Paso,Mostly Cloudy,50,1,,,,,,,,,,
8,3024,El Paso,Cloudy,44,1,,,,,,,,,,
9,3024,El Paso,Mostly Cloudy,41,1,,,,,,,,,,
15,3024,El Paso,Mostly Cloudy,41,1,,,,,,,,,,
10,3024,El Paso,mostly cloudy,47,1,,,,,,,,,,
11,3024,El Paso,Cloudy,44,1,,,,,,,,,,
12,3024,El Paso,Cloudy,44,1,,,,,,,,,,
13,3024,El Paso,Mostly Cloudy,42,1,,,,,,,,,,
1,3026,El Paso,Mostly Cloudy,,1,,,,,,,,,,
2,3026,El Paso,Mostly Cloudy,41,1,,,,,,,,,,
3,3026,El Paso,Mostly Cloudy,40,1,,,,,,,,,,
4,3026,El Paso,Mostly Cloudy,45,1,,,,,,,,,,
5,3026,El Paso,Mostly Cloudy,40,1,,,,,,,,,,
6,3026,El Paso,Mostly Cloudy,41,1,,,,,,,,,,
7,3026,El Paso,Mostly Cloudy,40,1,,,,,,,,,,
14,3026,El Paso,Mostly Cloudy,42,1,,,,,,,,,,
8,3026,El Paso,Mostly Cloudy,41,1,,,,,,,,,,
9,3026,El Paso,Mostly Cloudy,41,1,,,,,,,,,,
15,3026,El Paso,Mostly Cloudy,40,1,,,,,,,,,,
10,3026,El Paso,mostly cloudy,41,1,,,,,,,,,,
11,3026,El Paso,Mostly Cloudy,40,1,,,,,,,,,,
12,3026,El Paso,Mostly Cloudy,40,1,,,,,,,,,,
13,3026,El Paso,Mostly Cloudy,41,1,,,,,,,,,,
1,3209,Fort Worth,Rain,,1,,,,,,,,,,
2,3209,Fort Worth,Light Rain,87,1,,,,,,,,,,
3,3209,Fort Worth,Rain,89,1,,,,,,,,,,
4,3209,Fort Worth,Rain,93,1,,,,,,,,,,
5,3209,Fort Worth,Rain,88,1,,,,,,,,,,
6,3209,Fort Worth,Light Rain,87,1,,,,,,,,,,
7,3209,Fort Worth,Showers,86,1,,,,,,,,,,
14,3209,Fort Worth,Showers,89,1,,,,,,,,,,
8,3209,Fort Worth,Rain,88,1,,,,,,,,,,
9,3209,Fort Worth,Short term forecastRain,87,1,,,,,,,,,,
15,3209,Fort Worth,Rain,88,1,,,,,,,,,,
10,3209,Fort Worth,moderate rain,87,1,,,,,,,,,,
11,3209,Fort Worth,Rain,88,1,,,,,,,,,,
12,3209,Fort Worth,Rain,93,1,,,,,,,,,,
13,3209,Fort Worth,Rain,89,1,,,,,,,,,,
1,3291,Fort Worth,Cloudy,,1,,,,,,,,,,
2,3291,Fort Worth,Overcast,75,1,,,,,,,,,,
3,3291,Fort Worth,Overcast,78,1,,,,,,,,,,
4,3291,Fort Worth,Overcast,79,1,,,,,,,,,,
5,3291,Fort Worth,Cloudy,78,1,,,,,,,,,,
6,3291,Fort Worth,Overcast,75,1,,,,,,,,,,
7,3291,Fort Worth,Cloudy,68,1,,,,,,,,,,
14,3291,Fort Worth,Cloudy,78,1,,,,,,,,,,
8,3291,Fort Worth,Cloudy,78,1,,,,,,,,,,
9,3291,Fort Worth,Short term forecastCloudy,80,1,,,,,,,,,,
15,3291,Fort Worth,Cloudy,78,1,,,,,,,,,,
10,3291,Fort Worth,mostly cloudy,80,1,,,,,,,,,,
11,3291,Fort Worth,Cloudy,78,1,,,,,,,,,,
12,3291,Fort Worth,Light Snow,78,1,,,,,,,,,,
13,3291,Fort Worth,Overcast,75,1,,,,,,,,,,
1,3296,Fort Worth,Cloudy,,1,,,,,,,,,,
2,3296,Fort Worth,Overcast,69,1,,,,,,,,,,
3,3296,Fort Worth,Overcast,75,1,,,,,,,,,,
4,3296,Fort Worth,Overcast,79,1,,,,,,,,,,
5,3296,Fort Worth,Cloudy,74,1,,,,,,,,,,
6,3296,Fort Worth,Overcast,69,1,,,,,,,,,,
7,3296,Fort Worth,Cloudy,65,1,,,,,,,,,,
14,3296,Fort Worth,Cloudy,70,1,,,,,,,,,,
8,3296,Fort Worth,Cloudy,74,1,,,,,,,,,,
9,3296,Fort Worth,Cloudy,74,1,,,,,,,,,,
15,3296,Fort Worth,Cloudy,75,1,,,,,,,,,,
10,3296,Fort Worth,mostly cloudy,74,1,,,,,,,,,,
11,3296,Fort Worth,Cloudy,74,1,,,,,,,,,,
12,3296,Fort Worth,Cloudy,74,1,,,,,,,,,,
13,3296,Fort Worth,Overcast,75,1,,,,,,,,,,
1,3302,Fort Worth,Cloudy,,1,,,,,,,,,,
2,3302,Fort Worth,Overcast,69,1,,,,,,,,,,
3,3302,Fort Worth,Overcast,77,1,,,,,,,,,,
4,3302,Fort Worth,Overcast,80,1,,,,,,,,,,
5,3302,Fort Worth,Cloudy,77,1,,,,,,,,,,
6,3302,Fort Worth,Overcast,69,1,,,,,,,,,,
7,3302,Fort Worth,Cloudy,66,1,,,,,,,,,,
14,3302,Fort Worth,Cloudy,69,1,,,,,,,,,,
8,3302,Fort Worth,Cloudy,77,1,,,,,,,,,,
9,3302,Fort Worth,Cloudy,74,1,,,,,,,,,,
15,3302,Fort Worth,Cloudy,78,1,,,,,,,,,,
10,3302,Fort Worth,mostly cloudy,74,1,,,,,,,,,,
11,3302,Fort Worth,Cloudy,77,1,,,,,,,,,,
12,3302,Fort Worth,Cloudy,74,1,,,,,,,,,,
13,3302,Fort Worth,Overcast,78,1,,,,,,,,,,
1,3307,Fort Worth,Cloudy,,1,,,,,,,,,,
2,3307,Fort Worth,Overcast,69,1,,,,,,,,,,
3,3307,Fort Worth,Overcast,75,1,,,,,,,,,,
4,3307,Fort Worth,Overcast,77,1,,,,,,,,,,
5,3307,Fort Worth,Cloudy,74,1,,,,,,,,,,
6,3307,Fort Worth,Overcast,69,1,,,,,,,,,,
7,3307,Fort Worth,Cloudy,63,1,,,,,,,,,,
14,3307,Fort Worth,Cloudy,70,1,,,,,,,,,,
8,3307,Fort Worth,Cloudy,74,1,,,,,,,,,,
9,3307,Fort Worth,Cloudy,74,1,,,,,,,,,,
15,3307,Fort Worth,Cloudy,75,1,,,,,,,,,,
10,3307,Fort Worth,mostly cloudy,74,1,,,,,,,,,,
11,3307,Fort Worth,Cloudy,74,1,,,,,,,,,,
12,3307,Fort Worth,Cloudy,71,1,,,,,,,,,,
13,3307,Fort Worth,Overcast,75,1,,,,,,,,,,
1,3314,Fort Worth,Cloudy,,1,,,,,,,,,,
2,3314,Fort Worth,Overcast,69,1,,,,,,,,,,
3,3314,Fort Worth,Overcast,75,1,,,,,,,,,,
4,3314,Fort Worth,Overcast,79,1,,,,,,,,,,
5,3314,Fort Worth,Cloudy,74,1,,,,,,,,,,
6,3314,Fort Worth,Overcast,69,1,,,,,,,,,,
7,3314,Fort Worth,Cloudy,65,1,,,,,,,,,,
14,3314,Fort Worth,Cloudy,70,1,,,,,,,,,,
8,3314,Fort Worth,Cloudy,74,1,,,,,,,,,,
9,3314,Fort Worth,Cloudy,74,1,,,,,,,,,,
15,3314,Fort Worth,Cloudy,75,1,,,,,,,,,,
10,3314,Fort Worth,mostly cloudy,74,1,,,,,,,,,,
11,3314,Fort Worth,Cloudy,74,1,,,,,,,,,,
12,3314,Fort Worth,Cloudy,72,1,,,,,,,,,,
13,3314,Fort Worth,Overcast,75,1,,,,,,,,,,
1,3316,Fort Worth,Cloudy,,1,,,,,,,,,,
2,3316,Fort Worth,Overcast,69,1,,,,,,,,,,
3,3316,Fort Worth,Overcast,78,1,,,,,,,,,,
4,3316,Fort Worth,Overcast,80,1,,,,,,,,,,
5,3316,Fort Worth,Cloudy,78,1,,,,,,,,,,
6,3316,Fort Worth,Overcast,69,1,,,,,,,,,,
7,3316,Fort Worth,Cloudy,66,1,,,,,,,,,,
14,3316,Fort Worth,Cloudy,70,1,,,,,,,,,,
8,3316,Fort Worth,Cloudy,74,1,,,,,,,,,,
9,3316,Fort Worth,Cloudy,80,1,,,,,,,,,,
15,3316,Fort Worth,Cloudy,78,1,,,,,,,,,,
10,3316,Fort Worth,mostly cloudy,74,1,,,,,,,,,,
11,3316,Fort Worth,Cloudy,78,1,,,,,,,,,,
