source,entity,Domain,Conditions,Humidity,day
7,3209,Fort Worth,Showers,86,1
14,3209,Fort Worth,Showers,89,1
8,3209,Fort Worth,Rain,88,1
9,3209,Fort Worth,Short term forecastRain,87,1
15,3209,Fort Worth,Rain,88,1
10,3209,Fort Worth,moderate rain,87,1
11,3209,Fort Worth,Rain,88,1
12,3209,Fort Worth,Rain,93,1
13,3209,Fort Worth,Rain,89,1
1,3225,Fort Worth,Fair,,1
2,3225,Fort Worth,Clear,80,1
3,3225,Fort Worth,Clear,82,1
4,3225,Fort Worth,Clear,91,1
5,3225,Fort Worth,Clear,81,1
6,3225,Fort Worth,Clear,80,1
7,3225,Fort Worth,Clear,79,1
14,3225,Fort Worth,Partly Cloudy,82,1
8,3225,Fort Worth,Clear,81,1
9,3225,Fort Worth,Clear,80,1
15,3225,Fort Worth,Clear,81,1
10,3225,Fort Worth,clear sky,80,1
11,3225,Fort Worth,Mostly Clear,81,1
12,3225,Fort Worth,Mostly Clear,78,1
1,3245,Fort Worth,Cloudy,,1
2,3245,Fort Worth,Fog And Mist,87,1
3,3245,Fort Worth,Overcast,89,1
4,3245,Fort Worth,Overcast,88,1
5,3245,Fort Worth,Cloudy,88,1
6,3245,Fort Worth,Hazy,81,1
7,3245,Fort Worth,Cloudy,80,1
14,3245,Fort Worth,Cloudy,89,1
8,3245,Fort Worth,Fog,88,1
9,3245,Fort Worth,Fog,87,1
15,3245,Fort Worth,Mist,89,1
10,3245,Fort Worth,mostly cloudy,87,1
11,3245,Fort Worth,Cloudy,88,1
12,3245,Fort Worth,Cloudy,70,1
1,3251,Fort Worth,Cloudy,,1
2,3251,Fort Worth,Overcast,71,1
3,3251,Fort Worth,Overcast,76,1
4,3251,Fort Worth,Overcast,80,1
5,3251,Fort Worth,Cloudy,76,1
6,3251,Fort Worth,Overcast,71,1
7,3251,Fort Worth,Cloudy,73,1
14,3251,Fort Worth,Cloudy,76,1
8,3251,Fort Worth,Cloudy,76,1
9,3251,Fort Worth,Cloudy,75,1
15,3251,Fort Worth,Cloudy,75,1
10,3251,Fort Worth,mostly cloudy,75,1
11,3251,Fort Worth,Cloudy,76,1
12,3251,Fort Worth,Cloudy,67,1
13,3259,Fort Worth,Fog/Mist,85,1
13,3260,Fort Worth,Fog/Mist,88,1
13,3262,Fort Worth,Fog/Mist,88,1
13,3263,Fort Worth,Fog/Mist,92,1
13,3265,Fort Worth,Fog/Mist,88,1
13,3270,Fort Worth,Fog/Mist,89,1
1,3291,Fort Worth,Cloudy,,1
2,3291,Fort Worth,Overcast,75,1
3,3291,Fort Worth,Overcast,78,1
4,3291,Fort Worth,Overcast,79,1
5,3291,Fort Worth,Cloudy,78,1
6,3291,Fort Worth,Overcast,75,1
7,3291,Fort Worth,Cloudy,68,1
14,3291,Fort Worth,Cloudy,78,1
8,3291,Fort Worth,Cloudy,78,1
9,3291,Fort Worth,Short term forecastCloudy,80,1
15,3291,Fort Worth,Cloudy,78,1
10,3291,Fort Worth,mostly cloudy,80,1
11,3291,Fort Worth,Cloudy,78,1
12,3291,Fort Worth,Light Snow,78,1
13,3291,Fort Worth,Overcast,75,1
1,3296,Fort Worth,Cloudy,,1
2,3296,Fort Worth,Overcast,69,1
3,3296,Fort Worth,Overcast,75,1
4,3296,Fort Worth,Overcast,79,1
5,3296,Fort Worth,Cloudy,74,1
6,3296,Fort Worth,Overcast,69,1
7,3296,Fort Worth,Cloudy,65,1
14,3296,Fort Worth,Cloudy,70,1
8,3296,Fort Worth,Cloudy,74,1
9,3296,Fort Worth,Cloudy,74,1
15,3296,Fort Worth,Cloudy,75,1
10,3296,Fort Worth,mostly cloudy,74,1
11,3296,Fort Worth,Cloudy,74,1
12,3296,Fort Worth,Cloudy,74,1
13,3296,Fort Worth,Overcast,75,1
1,3302,Fort Worth,Cloudy,,1
2,3302,Fort Worth,Overcast,69,1
3,3302,Fort Worth,Overcast,77,1
4,3302,Fort Worth,Overcast,80,1
5,3302,Fort Worth,Cloudy,77,1
6,3302,Fort Worth,Overcast,69,1
7,3302,Fort Worth,Cloudy,66,1
14,3302,Fort Worth,Cloudy,69,1
8,3302,Fort Worth,Cloudy,77,1
9,3302,Fort Worth,Cloudy,74,1
15,3302,Fort Worth,Cloudy,78,1
10,3302,Fort Worth,mostly cloudy,74,1
11,3302,Fort Worth,Cloudy,77,1
12,3302,Fort Worth,Cloudy,74,1
13,3302,Fort Worth,Overcast,78,1
1,3307,Fort Worth,Cloudy,,1
2,3307,Fort Worth,Overcast,69,1
3,3307,Fort Worth,Overcast,75,1
4,3307,Fort Worth,Overcast,77,1
5,3307,Fort Worth,Cloudy,74,1
6,3307,Fort Worth,Overcast,69,1
7,3307,Fort Worth,Cloudy,63,1
14,3307,Fort Worth,Cloudy,70,1
8,3307,Fort Worth,Cloudy,74,1
9,3307,Fort Worth,Cloudy,74,1
15,3307,Fort Worth,Cloudy,75,1
10,3307,Fort Worth,mostly cloudy,74,1
11,3307,Fort Worth,Cloudy,74,1
12,3307,Fort Worth,Cloudy,71,1
13,3307,Fort Worth,Overcast,75,1
1,3314,Fort Worth,Cloudy,,1
2,3314,Fort Worth,Overcast,69,1
3,3314,Fort Worth,Overcast,75,1
4,3314,Fort Worth,Overcast,79,1
5,3314,Fort Worth,Cloudy,74,1
6,3314,Fort Worth,Overcast,69,1
7,3314,Fort Worth,Cloudy,65,1
14,3314,Fort Worth,Cloudy,70,1
8,3314,Fort Worth,Cloudy,74,1
9,3314,Fort Worth,Cloudy,74,1
15,3314,Fort Worth,Cloudy,75,1
10,3314,Fort Worth,mostly cloudy,74,1
11,3314,Fort Worth,Cloudy,74,1
12,3314,Fort Worth,Cloudy,72,1
13,3314,Fort Worth,Overcast,75,1
1,3316,Fort Worth,Cloudy,,1
2,3316,Fort Worth,Overcast,69,1
3,3316,Fort Worth,Overcast,78,1
4,3316,Fort Worth,Overcast,80,1
5,3316,Fort Worth,Cloudy,78,1
6,3316,Fort Worth,Overcast,69,1
7,3316,Fort Worth,Cloudy,66,1
14,3316,Fort Worth,Cloudy,70,1
8,3316,Fort Worth,Cloudy,74,1
9,3316,Fort Worth,Cloudy,80,1
15,3316,Fort Worth,Cloudy,78,1
10,3316,Fort Worth,mostly cloudy,74,1
11,3316,Fort Worth,Cloudy,78,1
12,3316,Fort Worth,Cloudy,78,1
13,3316,Fort Worth,Overcast,78,1
1,3319,Fort Worth,Cloudy,,1
2,3319,Fort Worth,Overcast,75,1
3,3319,Fort Worth,Overcast,78,1
4,3319,Fort Worth,Overcast,82,1
5,3319,Fort Worth,Cloudy,78,1
6,3319,Fort Worth,Overcast,75,1
7,3319,Fort Worth,Cloudy,70,1
14,3319,Fort Worth,Cloudy,74,1
8,3319,Fort Worth,Cloudy,78,1
9,3319,Fort Worth,Cloudy,80,1
15,3319,Fort Worth,Cloudy,78,1
10,3319,Fort Worth,mostly cloudy,80,1
11,3319,Fort Worth,Cloudy,78,1
12,3319,Fort Worth,Cloudy,78,1
13,3319,Fort Worth,Overcast,78,1
1,3324,Fort Worth,Cloudy,,1
2,3324,Fort Worth,Overcast,80,1
3,3324,Fort Worth,Overcast,82,1
4,3324,Fort Worth,Overcast,86,1
5,3324,Fort Worth,Cloudy,81,1
6,3324,Fort Worth,Overcast,80,1
7,3324,Fort Worth,Cloudy,74,1
14,3324,Fort Worth,Cloudy,74,1
8,3324,Fort Worth,Cloudy,81,1
9,3324,Fort Worth,Cloudy,86,1
15,3324,Fort Worth,Cloudy,80,1
10,3324,Fort Worth,mostly cloudy,86,1
11,3324,Fort Worth,Cloudy,81,1
12,3324,Fort Worth,Cloudy,81,1
13,3324,Fort Worth,Overcast,82,1
1,3343,Fort Worth,Cloudy,,1
2,3343,Fort Worth,Overcast,75,1
3,3343,Fort Worth,Overcast,82,1
4,3343,Fort Worth,Overcast,83,1
5,3343,Fort Worth,Cloudy,81,1
6,3343,Fort Worth,Overcast,75,1
7,3343,Fort Worth,Cloudy,74,1
14,3343,Fort Worth,Cloudy,82,1
8,3343,Fort Worth,Cloudy,81,1
9,3343,Fort Worth,Cloudy,80,1
15,3343,Fort Worth,Cloudy,81,1
10,3343,Fort Worth,mostly cloudy,80,1
11,3343,Fort Worth,Cloudy,81,1
12,3343,Fort Worth,Cloudy,78,1
13,3343,Fort Worth,Overcast,82,1
1,3351,Fort Worth,Light Rain,,1
2,3351,Fort Worth,Fog And Mist,87,1
3,3351,Fort Worth,Light Rain,85,1
4,3351,Fort Worth,Light Rain,90,1
5,3351,Fort Worth,Showers,85,1
6,3351,Fort Worth,Light Rain,81,1
7,3351,Fort Worth,Cloudy,83,1
14,3351,Fort Worth,Rain,89,1
8,3351,Fort Worth,Showers,88,1
9,3351,Fort Worth,Short term forecastRain,87,1
15,3351,Fort Worth,Light Rain,85,1
10,3351,Fort Worth,light rain,87,1
11,3351,Fort Worth,Light Rain,85,1
12,3351,Fort Worth,Rain,78,1
1,3358,Fort Worth,Cloudy,,1
2,3358,Fort Worth,Overcast,81,1
3,3358,Fort Worth,Light Rain,89,1
4,3358,Fort Worth,Light Rain,92,1
5,3358,Fort Worth,Showers,88,1
6,3358,Fort Worth,Overcast,81,1
7,3358,Fort Worth,Cloudy,83,1
8,3358,Fort Worth,Cloudy,88,1
9,3358,Fort Worth,Short term forecastRain,87,1
15,3358,Fort Worth,Light Rain,89,1
10,3358,Fort Worth,mostly cloudy,87,1
11,3358,Fort Worth,Light Rain,88,1
12,3358,Fort Worth,Rain,87,1
1,3361,Fort Worth,Light Rain,,1
2,3361,Fort Worth,Light Rain,87,1
3,3361,Fort Worth,Light Rain,93,1
4,3361,Fort Worth,Light Rain Mist,94,1
5,3361,Fort Worth,Rain,92,1
6,3361,Fort Worth,Light Rain,87,1
7,3361,Fort Worth,Showers,89,1
8,3361,Fort Worth,Showers,88,1
9,3361,Fort Worth,Short term forecastRain,93,1
10,3361,Fort Worth,light rain,93,1
11,3361,Fort Worth,Rain,92,1
12,3361,Fort Worth,Rain,88,1
13,3373,Fort Worth,Light Rain,85,1
13,3387,Fort Worth,Light Rain,97,1
1,3398,Fort Worth,Cloudy,,1
2,3398,Fort Worth,Overcast,76,1
3,3398,Fort Worth,Overcast,80,1
4,3398,Fort Worth,Overcast,85,1
5,3398,Fort Worth,Cloudy,79,1
6,3398,Fort Worth,Overcast,76,1
7,3398,Fort Worth,Cloudy,80,1
14,3398,Fort Worth,Cloudy,80,1
8,3398,Fort Worth,Cloudy,79,1
9,3398,Fort Worth,Cloudy,81,1
15,3398,Fort Worth,Cloudy,79,1
10,3398,Fort Worth,mostly cloudy,81,1
11,3398,Fort Worth,Cloudy,79,1
12,3398,Fort Worth,Cloudy,78,1
1,3399,Fort Worth,Cloudy,,1
2,3399,Fort Worth,Overcast,76,1
3,3399,Fort Worth,Overcast,80,1
4,3399,Fort Worth,Overcast,86,1
5,3399,Fort Worth,Cloudy,79,1
6,3399,Fort Worth,Overcast,76,1
7,3399,Fort Worth,Cloudy,85,1
14,3399,Fort Worth,Cloudy,80,1
8,3399,Fort Worth,Cloudy,79,1
9,3399,Fort Worth,Cloudy,81,1
15,3399,Fort Worth,Cloudy,79,1
10,3399,Fort Worth,mostly cloudy,81,1
11,3399,Fort Worth,Cloudy,79,1
12,3399,Fort Worth,Cloudy,78,1
1,3418,Fort Worth,Cloudy,,1
2,3418,Fort Worth,Overcast,66,1
3,3418,Fort Worth,Overcast,70,1
4,3418,Fort Worth,Overcast,73,1
5,3418,Fort Worth,Cloudy,70,1
6,3418,Fort Worth,Overcast,66,1
7,3418,Fort Worth,Cloudy,67,1
14,3418,Fort Worth,Cloudy,73,1
8,3418,Fort Worth,Cloudy,72,1
9,3418,Fort Worth,Cloudy,70,1
15,3418,Fort Worth,Cloudy,70,1
10,3418,Fort Worth,mostly cloudy,70,1
11,3418,Fort Worth,Cloudy,72,1
12,3418,Fort Worth,Cloudy,70,1
1,3424,Fort Worth,Fair,,1
2,3424,Fort Worth,Partly Cloudy,66,1
3,3424,Fort Worth,Clear,57,1
4,3424,Fort Worth,Clear,58,1
5,3424,Fort Worth,Sunny,58,1
6,3424,Fort Worth,Partly Cloudy,66,1
7,3424,Fort Worth,Partly Cloudy,61,1
14,3424,Fort Worth,Mostly Sunny,59,1
8,3424,Fort Worth,Sunny,58,1
9,3424,Fort Worth,Clear,57,1
15,3424,Fort Worth,Clear,56,1
10,3424,Fort Worth,clear sky,58,1
11,3424,Fort Worth,Sunny,58,1
13,3433,Fort Worth,Overcast,80,1
13,3435,Fort Worth,Overcast,86,1
13,3453,Fort Worth,Mostly Cloudy,68,1
1,3461,Fort Worth,Fair,,1
2,3461,Fort Worth,Partly Cloudy,62,1
3,3461,Fort Worth,Clear,68,1
4,3461,Fort Worth,Clear,72,1
5,3461,Fort Worth,Clear,67,1
6,3461,Fort Worth,Partly Cloudy,62,1
7,3461,Fort Worth,Mostly Clear,67,1
14,3461,Fort Worth,Mostly Sunny,63,1
8,3461,Fort Worth,Clear,67,1
9,3461,Fort Worth,Clear,65,1
15,3461,Fort Worth,Clear,73,1
10,3461,Fort Worth,clear sky,66,1
11,3461,Fort Worth,Clear,67,1
12,3461,Fort Worth,Cloudy,67,1
1,3462,Fort Worth,Fair,,1
2,3462,Fort Worth,Clear,66,1
3,3462,Fort Worth,Clear,73,1
4,3462,Fort Worth,Clear,77,1
5,3462,Fort Worth,Clear,72,1
6,3462,Fort Worth,Clear,66,1
7,3462,Fort Worth,Clear,70,1
14,3462,Fort Worth,Mostly Clear,68,1
8,3462,Fort Worth,Clear,72,1
9,3462,Fort Worth,Clear,70,1
15,3462,Fort Worth,Clear,73,1
10,3462,Fort Worth,clear sky,70,1
11,3462,Fort Worth,Clear,72,1
1,3478,Fort Worth,Fair,,1
2,3478,Fort Worth,Mostly Cloudy,87,1
3,3478,Fort Worth,Clear,86,1
4,3478,Fort Worth,Clear,88,1
5,3478,Fort Worth,Cloudy,85,1
6,3478,Fort Worth,Mostly Cloudy,87,1
7,3478,Fort Worth,Mostly Cloudy,85,1
14,3478,Fort Worth,Mostly Clear,83,1
8,3478,Fort Worth,Sunny,85,1
9,3478,Fort Worth,Short term forecastClear,87,1
15,3478,Fort Worth,Clear,85,1
10,3478,Fort Worth,clear sky,87,1
11,3478,Fort Worth,Cloudy,85,1
12,3478,Fort Worth,Cloudy,85,1
1,3483,Fort Worth,Fair,,1
2,3483,Fort Worth,Overcast,66,1
3,3483,Fort Worth,Clear,71,1
4,3483,Fort Worth,Clear,73,1
5,3483,Fort Worth,Sunny,70,1
6,3483,Fort Worth,Overcast,66,1
7,3483,Fort Worth,Cloudy,66,1
14,3483,Fort Worth,Mostly Sunny,76,1
8,3483,Fort Worth,Sunny,76,1
9,3483,Fort Worth,Short term forecastClear,71,1
15,3483,Fort Worth,Clear,71,1
10,3483,Fort Worth,clear sky,76,1
11,3483,Fort Worth,Sunny,70,1
12,3483,Fort Worth,Mostly Cloudy,73,1
1,3484,Fort Worth,Fair,,1
2,3484,Fort Worth,Light Rain,71,1
3,3484,Fort Worth,Light Rain,73,1
4,3484,Fort Worth,Light Rain,78,1
5,3484,Fort Worth,Partly Sunny w/ Showers,73,1
6,3484,Fort Worth,Light Rain,71,1
7,3484,Fort Worth,Showers,70,1
14,3484,Fort Worth,Mostly Sunny,71,1
8,3484,Fort Worth,Cloudy,70,1
9,3484,Fort Worth,Short term forecastRain,71,1
15,3484,Fort Worth,Light Rain,73,1
10,3484,Fort Worth,clear sky,71,1
11,3484,Fort Worth,Light Rain,73,1
12,3484,Fort Worth,Cloudy,70,1
13,3503,Fort Worth,Fair,89,1
13,3511,Fort Worth,Fair,80,1
13,3512,Fort Worth,Fair,77,1
13,3513,Fort Worth,Fair,77,1
1,3534,Houston,Cloudy,,1
2,3534,Houston,Overcast,82,1
3,3534,Houston,Overcast,82,1
4,3534,Houston,Overcast,88,1
5,3534,Houston,Cloudy,85,1
6,3534,Houston,Overcast,91,1
7,3534,Houston,Cloudy,84,1
14,3534,Houston,Cloudy,87,1
8,3534,Houston,Cloudy,81,1
9,3534,Houston,Cloudy,87,1
15,3534,Houston,Cloudy,82,1
10,3534,Houston,mostly cloudy,82,1
11,3534,Houston,Cloudy,85,1
12,3534,Houston,Cloudy,81,1
13,3534,Houston,Overcast,80,1
1,3544,Houston,Fair,,1
2,3544,Houston,Partly Cloudy,75,1
3,3544,Houston,Partly Cloudy,76,1
4,3544,Houston,Partly Cloudy,79,1
5,3544,Houston,Partly Cloudy,79,1
6,3544,Houston,Partly Cloudy,81,1
7,3544,Houston,Mostly Clear,79,1
14,3544,Houston,Mostly Clear,75,1
8,3544,Houston,Partly Cloudy,75,1
9,3544,Houston,Clear,75,1
15,3544,Houston,Mostly Clear,79,1
10,3544,Houston,clear sky,75,1
11,3544,Houston,Partly Cloudy,79,1
12,3544,Houston,Partly Cloudy,75,1
1,3546,Houston,Fair,,1
2,3546,Houston,Clear,81,1
3,3546,Houston,Scattered Clouds,79,1
4,3546,Houston,Scattered Clouds,80,1
5,3546,Houston,Partly Cloudy,79,1
6,3546,Houston,Partly Cloudy,84,1
7,3546,Houston,Partly Cloudy,80,1
14,3546,Houston,Mostly Clear,75,1
8,3546,Houston,Partly Cloudy,79,1
9,3546,Houston,Mostly Sunny,75,1
15,3546,Houston,Clear,79,1
10,3546,Houston,clear sky,81,1
11,3546,Houston,Partly Cloudy,79,1
12,3546,Houston,Partly Cloudy,79,1
1,3547,Houston,Partly Cloudy,,1
2,3547,Houston,Clear,81,1
3,3547,Houston,Scattered Clouds,82,1
4,3547,Houston,Scattered Clouds,81,1
5,3547,Houston,Partly Cloudy,79,1
6,3547,Houston,Clear,85,1
7,3547,Houston,Partly Cloudy,80,1
14,3547,Houston,Partly Cloudy,75,1
8,3547,Houston,Partly Cloudy,79,1
9,3547,Houston,Mostly Sunny,75,1
15,3547,Houston,Mostly Clear,82,1
10,3547,Houston,clear sky,81,1
11,3547,Houston,Partly Cloudy,82,1
12,3547,Houston,Partly Cloudy,79,1
1,3549,Houston,Partly Cloudy,,1
2,3549,Houston,Partly Cloudy,81,1
3,3549,Houston,Scattered Clouds,82,1
4,3549,Houston,Scattered Clouds,83,1
5,3549,Houston,Cloudy,85,1
6,3549,Houston,Partly Cloudy,85,1
7,3549,Houston,Partly Cloudy,81,1
14,3549,Houston,Mostly Clear,75,1
8,3549,Houston,Partly Cloudy,81,1
9,3549,Houston,Mostly Sunny,75,1
15,3549,Houston,Mostly Clear,82,1
10,3549,Houston,clear sky,81,1
11,3549,Houston,Cloudy,85,1
12,3549,Houston,Partly Cloudy,81,1
1,3568,Houston,Cloudy,,1
2,3568,Houston,Fog And Mist,94,1
3,3568,Houston,Overcast,90,1
4,3568,Houston,Overcast,91,1
5,3568,Houston,Fog,86,1
6,3568,Houston,Light Rain,100,1
7,3568,Houston,Cloudy,89,1
14,3568,Houston,Cloudy,93,1
8,3568,Houston,Rain,92,1
9,3568,Houston,Cloudy,93,1
15,3568,Houston,Mist,90,1
10,3568,Houston,light rain,93,1
11,3568,Houston,Light Fog,86,1
12,3568,Houston,Cloudy,89,1
1,3571,Houston,Cloudy,,1
2,3571,Houston,Fog And Mist,88,1
3,3571,Houston,Overcast,86,1
4,3571,Houston,Overcast,91,1
5,3571,Houston,Fog,86,1
6,3571,Houston,Clear,99,1
7,3571,Houston,Cloudy,90,1
14,3571,Houston,Cloudy,93,1
8,3571,Houston,Cloudy,86,1
9,3571,Houston,Cloudy,93,1
15,3571,Houston,Mist,86,1
10,3571,Houston,mostly cloudy,87,1
11,3571,Houston,Light Fog,86,1
12,3571,Houston,Cloudy,86,1
13,3584,Houston,Mostly Cloudy,83,1
1,3608,Houston,Cloudy,,1
2,3608,Houston,Overcast,71,1
3,3608,Houston,Overcast,73,1
4,3608,Houston,Overcast,81,1
5,3608,Houston,Cloudy,79,1
6,3608,Houston,Overcast,82,1
7,3608,Houston,Cloudy,78,1
14,3608,Houston,Cloudy,76,1
8,3608,Houston,Cloudy,73,1
9,3608,Houston,Cloudy,81,1
15,3608,Houston,Cloudy,73,1
10,3608,Houston,mostly cloudy,70,1
11,3608,Houston,Cloudy,79,1
12,3608,Houston,Cloudy,73,1
13,3608,Houston,Overcast,73,1
1,3623,Houston,Cloudy,,1
2,3623,Houston,Overcast,70,1
3,3623,Houston,Overcast,70,1
4,3623,Houston,Overcast,79,1
5,3623,Houston,Cloudy,75,1
6,3623,Houston,Overcast,81,1
7,3623,Houston,Cloudy,72,1
14,3623,Houston,Cloudy,75,1
8,3623,Houston,Cloudy,69,1
9,3623,Houston,Cloudy,75,1
15,3623,Houston,Cloudy,69,1
10,3623,Houston,mostly cloudy,69,1
11,3623,Houston,Cloudy,75,1
12,3623,Houston,Cloudy,69,1
13,3623,Houston,Overcast,70,1
1,3625,Houston,Cloudy,,1
2,3625,Houston,Overcast,75,1
3,3625,Houston,Overcast,70,1
4,3625,Houston,Overcast,79,1
5,3625,Houston,Cloudy,72,1
6,3625,Houston,Overcast,79,1
7,3625,Houston,Cloudy,73,1
14,3625,Houston,Cloudy,75,1
8,3625,Houston,Cloudy,72,1
9,3625,Houston,Cloudy,69,1
15,3625,Houston,Cloudy,70,1
10,3625,Houston,mostly cloudy,75,1
11,3625,Houston,Cloudy,72,1
12,3625,Houston,Cloudy,72,1
13,3625,Houston,Overcast,70,1
1,3627,Houston,Cloudy,,1
2,3627,Houston,Overcast,70,1
3,3627,Houston,Overcast,68,1
4,3627,Houston,Overcast,76,1
5,3627,Houston,Cloudy,72,1
6,3627,Houston,Overcast,75,1
7,3627,Houston,Cloudy,71,1
14,3627,Houston,Cloudy,70,1
8,3627,Houston,Cloudy,69,1
9,3627,Houston,Cloudy,75,1
15,3627,Houston,Cloudy,67,1
10,3627,Houston,mostly cloudy,70,1
11,3627,Houston,Cloudy,72,1
12,3627,Houston,Cloudy,67,1
13,3627,Houston,Overcast,68,1
1,3632,Houston,Cloudy,,1
2,3632,Houston,Mostly Cloudy,61,1
3,3632,Houston,Mostly Cloudy,62,1
4,3632,Houston,Mostly Cloudy,73,1
5,3632,Houston,Cloudy,69,1
6,3632,Houston,Mostly Cloudy,67,1
7,3632,Houston,Cloudy,67,1
14,3632,Houston,Mostly Cloudy,65,1
8,3632,Houston,Cloudy,59,1
9,3632,Houston,Cloudy,65,1
15,3632,Houston,Mostly Cloudy,62,1
10,3632,Houston,mostly cloudy,56,1
11,3632,Houston,Cloudy,69,1
12,3632,Houston,Cloudy,62,1
13,3632,Houston,Mostly Cloudy,62,1
1,3634,Houston,Cloudy,,1
2,3634,Houston,Mostly Cloudy,61,1
3,3634,Houston,Mostly Cloudy,62,1
4,3634,Houston,Mostly Cloudy,74,1
5,3634,Houston,Cloudy,69,1
6,3634,Houston,Mostly Cloudy,71,1
7,3634,Houston,Cloudy,67,1
14,3634,Houston,Cloudy,65,1
8,3634,Houston,Cloudy,61,1
9,3634,Houston,Cloudy,65,1
15,3634,Houston,Mostly Cloudy,62,1
10,3634,Houston,mostly cloudy,60,1
11,3634,Houston,Cloudy,69,1
12,3634,Houston,Cloudy,61,1
13,3634,Houston,Mostly Cloudy,62,1
1,3641,Houston,Cloudy,,1
2,3641,Houston,Overcast,70,1
3,3641,Houston,Overcast,73,1
4,3641,Houston,Overcast,78,1
5,3641,Houston,Cloudy,75,1
6,3641,Houston,Overcast,78,1
7,3641,Houston,Cloudy,78,1
14,3641,Houston,Cloudy,75,1
8,3641,Houston,Cloudy,69,1
9,3641,Houston,Cloudy,80,1
15,3641,Houston,Cloudy,73,1
10,3641,Houston,mostly cloudy,70,1
11,3641,Houston,Cloudy,75,1
12,3641,Houston,Cloudy,69,1
13,3641,Houston,Overcast,73,1
1,3643,Houston,Cloudy,,1
2,3643,Houston,Overcast,70,1
3,3643,Houston,Overcast,73,1
4,3643,Houston,Overcast,79,1
5,3643,Houston,Cloudy,75,1
6,3643,Houston,Overcast,79,1
7,3643,Houston,Cloudy,78,1
14,3643,Houston,Cloudy,81,1
8,3643,Houston,Cloudy,72,1
9,3643,Houston,Cloudy,80,1
15,3643,Houston,Cloudy,72,1
10,3643,Houston,mostly cloudy,75,1
11,3643,Houston,Cloudy,75,1
12,3643,Houston,Cloudy,72,1
13,3643,Houston,Overcast,73,1
1,3645,Houston,Cloudy,,1
2,3645,Houston,Overcast,70,1
3,3645,Houston,Overcast,76,1
4,3645,Houston,Overcast,79,1
5,3645,Houston,Cloudy,75,1
6,3645,Houston,Overcast,81,1
7,3645,Houston,Cloudy,76,1
14,3645,Houston,Cloudy,75,1
8,3645,Houston,Cloudy,72,1
9,3645,Houston,Cloudy,75,1
15,3645,Houston,Cloudy,75,1
10,3645,Houston,mostly cloudy,70,1
11,3645,Houston,Cloudy,75,1
12,3645,Houston,Cloudy,72,1
13,3645,Houston,Overcast,76,1
1,3650,Houston,Cloudy,,1
2,3650,Houston,Overcast,75,1
3,3650,Houston,Overcast,76,1
4,3650,Houston,Overcast,81,1
5,3650,Houston,Cloudy,78,1
6,3650,Houston,Overcast,83,1
7,3650,Houston,Cloudy,80,1
14,3650,Houston,Cloudy,81,1
8,3650,Houston,Cloudy,75,1
9,3650,Houston,Cloudy,80,1
15,3650,Houston,Cloudy,75,1
10,3650,Houston,mostly cloudy,75,1
11,3650,Houston,Cloudy,78,1
12,3650,Houston,Cloudy,75,1
13,3650,Houston,Overcast,76,1
1,3659,Houston,Cloudy,,1
2,3659,Houston,Overcast,75,1
3,3659,Houston,Overcast,76,1
4,3659,Houston,Overcast,79,1
5,3659,Houston,Cloudy,75,1
6,3659,Houston,Overcast,83,1
7,3659,Houston,Cloudy,75,1
14,3659,Houston,Cloudy,81,1
8,3659,Houston,Cloudy,75,1
9,3659,Houston,Cloudy,75,1
15,3659,Houston,Cloudy,76,1
10,3659,Houston,mostly cloudy,75,1
11,3659,Houston,Cloudy,75,1
12,3659,Houston,Cloudy,75,1
13,3659,Houston,Overcast,76,1
1,3666,Houston,Mostly Cloudy,,1
2,3666,Houston,Overcast,66,1
3,3666,Houston,Mostly Cloudy,67,1
4,3666,Houston,Mostly Cloudy,74,1
5,3666,Houston,Intermittent Clouds,62,1
6,3666,Houston,Overcast,73,1
7,3666,Houston,Mostly Cloudy,68,1
14,3666,Houston,Cloudy,70,1
8,3666,Houston,Cloudy,70,1
9,3666,Houston,Mostly Cloudy,70,1
15,3666,Houston,Cloudy,67,1
10,3666,Houston,mostly cloudy,70,1
11,3666,Houston,Clouds And Sun,62,1
12,3666,Houston,Mostly Cloudy,67,1
13,3666,Houston,Mostly Cloudy,68,1
1,3667,Houston,Cloudy,,1
2,3667,Houston,Overcast,77,1
3,3667,Houston,Light Rain,83,1
4,3667,Houston,Light Rain,85,1
5,3667,Houston,Cloudy,71,1
6,3667,Houston,Light Rain,90,1
7,3667,Houston,Showers,79,1
14,3667,Houston,Cloudy,76,1
8,3667,Houston,Cloudy,79,1
9,3667,Houston,Coastal Flood WarningCloudy,82,1
15,3667,Houston,Light Rain,83,1
10,3667,Houston,mostly cloudy,76,1
11,3667,Houston,Cloudy,71,1
12,3667,Houston,Light Rain,82,1
1,3674,Houston,Cloudy,,1
2,3674,Houston,Rain,88,1
3,3674,Houston,Rain,89,1
4,3674,Houston,Rain Mist,92,1
5,3674,Houston,Rain,92,1
6,3674,Houston,Rain,100,1
7,3674,Houston,Showers,95,1
14,3674,Houston,Cloudy,100,1
8,3674,Houston,Rain,93,1
9,3674,Houston,Weather WarningsCloudy,100,1
10,3674,Houston,moderate rain,87,1
11,3674,Houston,Heavy Rain,92,1
12,3674,Houston,Rain,89,1
1,3681,Houston,Cloudy,,1
2,3681,Houston,Rain,94,1
3,3681,Houston,Rain,93,1
4,3681,Houston,Rain Mist,94,1
5,3681,Houston,Showers,92,1
