entity_id,website,number,screen_type,supported_aspect_ratio,response_time,screen_size_diagonal
ENTITY#036,www.planet-computer.it,55,LCD,21:09,5 ms,"63,5 cm"
ENTITY#036,www.xpcpro.com,155,IPS,21:09,5 ms,63.5 cm
ENTITY#036,www.kingsfieldcomputers.co.uk,167,LCD Monitor,21:09,5 ms,63.5 cm (25\
ENTITY#036,www.itenergy.co.uk,217,LCD Monitor,21:09,5 ms,63.5 cm (25\
ENTITY#036,www.pc-canada.com,384,LCD Monitor,21:09,5 ms,25\
ENTITY#036,www.imldirect.it,431,LCD Monitor,21:09,5 ms,63.5 cm (25\
ENTITY#036,www.makingbuyingeasy.co.uk,559,IPS,21:09,5 ms,63.5 cm
ENTITY#036,www.jrlinton.co.uk,1072,25UM65-P Widescreen LCD Monitor,21:09,5 ms,63.5 cm (25\
ENTITY#036,www.softwarecity.ca,5446,LCD Monitor,21:09,5 ms,25\
ENTITY#037,www.getprice.com.au,149,LCD,,12 ms,
ENTITY#037,www.planet-computer.it,244,LCD,16:09,12 ms,68.6 cm
ENTITY#037,www.xpcpro.com,253,A-MVA,16:09,12 ms,27 \
ENTITY#037,www.cleverboxes.com,320,A-MVA 16.7 Million Colour,16:09,12ms,27in (Diagonal)
ENTITY#037,www.makingbuyingeasy.co.uk,538,A-MVA,16:09,12 ms,68.6 cm
ENTITY#037,www.imldirect.it,656,LCD Monitor,16:09,6 ms,68.6 cm (27\
ENTITY#037,www.itenergy.co.uk,794,LCD Monitor,16:09,6 ms,68.6 cm (27\
ENTITY#037,www.jrlinton.co.uk,959,Brilliance AMVA LCD Monitor LED Backlight with Webcam,16:09,6 ms,68.6 cm (27\
ENTITY#037,www.jrlinton.co.uk,1623,271P4QPJKEB Widescreen LCD Monitor,16:09,6 ms,68.6 cm (27\
ENTITY#038,www.ohc24.ch,83,Philips Brilliance C272P4QPKEW - LED monitor - 27\,Widescreen - 16:9,12 ms,
ENTITY#038,www.ohc24.ch,316,Philips Brilliance 272P4QPJKEB - LED monitor - 27\,Widescreen - 16:9,12 ms (typical); 6 ms (grey-to-grey),
ENTITY#038,www.itenergy.co.uk,727,LCD Monitor,16:09,6 ms,68.6 cm (27\
ENTITY#038,www.jrlinton.co.uk,1855,272P4QPJKEB Widescreen LCD Monitor,16:09,6 ms,68.6 cm (27\
ENTITY#039,www.cleverboxes.com,111,LCD Monitor,16:09,5 ms,
ENTITY#039,www.mrhightech.com,125,LED,16:09,3.5 ms,68.6 cm
ENTITY#039,www.planet-computer.it,160,LED,16:09,3.5 ms,68.6 cm
ENTITY#039,www.imldirect.it,167,LCD Monitor,16:09,5 ms,68.6 cm (27\
ENTITY#039,www.mediashopuk.com,173,LED,16:09,3.5 ms,68.6 cm
ENTITY#039,www.xpcpro.com,185,,,4 ms,
ENTITY#039,www.itenergy.co.uk,439,LCD Monitor,16:09,3.50 ms,68.6 cm (27\
ENTITY#039,www.makingbuyingeasy.co.uk,486,LED,16:09,3.5 ms,68.6 cm
ENTITY#039,www.kingsfieldcomputers.co.uk,676,LCD Monitor,16:09,5 ms,68.6 cm (27\
ENTITY#039,www.itenergy.co.uk,725,LCD Monitor,16:09,5 ms,68.6 cm (27\
ENTITY#039,www.jrlinton.co.uk,876,273E3LSB Widescreen LCD Monitor,16:09,3.50 ms,68.6 cm (27\
ENTITY#039,www.jrlinton.co.uk,1899,273E3LHSB Widescreen LCD Monitor,16:09,5 ms,68.6 cm (27\
ENTITY#040,www.mediashopuk.com,1,LCD/TFT,16:09,5 ms,68.6 cm
ENTITY#040,www.cleverboxes.com,14,TFT LCD 16.7 Million Colour,16:09,5ms,27in (Diagonal)
ENTITY#040,www.mrhightech.com,55,LCD/TFT,16:09,5 ms,68.6 cm
ENTITY#040,www.planet-computer.it,130,LED,16:09,5 ms,68.6 cm
ENTITY#040,www.getprice.com.au,381,LED,,5 ms,
ENTITY#040,www.makingbuyingeasy.co.uk,405,LCD/TFT,16:09,5 ms,68.6 cm
ENTITY#040,www.itenergy.co.uk,505,LCD Monitor,16:09,5 ms,68.6 cm (27\
ENTITY#040,www.kingsfieldcomputers.co.uk,707,LCD Monitor,16:09,5 ms,68.6 cm (27\
ENTITY#040,www.imldirect.it,888,LCD Monitor,16:09,5 ms,68.6 cm (27\
ENTITY#040,www.jrlinton.co.uk,1856,LCD Monitor With SmartControl Lite,16:09,5 ms,68.6 cm (27\
ENTITY#041,www.makingbuyingeasy.co.uk,47,LCD/TFT,16:09,5 ms,68.6 cm
ENTITY#041,www.mrhightech.com,62,LCD/TFT,16:09,5 ms,68.6 cm
ENTITY#041,www.mediashopuk.com,85,LCD/TFT,16:09,5 ms,68.6 cm
ENTITY#041,www.cleverboxes.com,124,TFT LCD 16.7 Million Colour,16:09,5ms,27in (Diagonal)
ENTITY#041,www.imldirect.it,135,LCD Monitor,16:09,5 ms,68.6 cm (27\
ENTITY#041,www.planet-computer.it,224,LED,16:09,5 ms,68.6 cm
ENTITY#041,www.xpcpro.com,234,LCD/TFT,16:09,5 ms,68.6 cm
ENTITY#041,www.kingsfieldcomputers.co.uk,296,LCD Monitor,16:09,5 ms,68.6 cm (27\
ENTITY#041,www.itenergy.co.uk,464,LCD Monitor,16:09,5 ms,68.6 cm (27\
ENTITY#041,www.jrlinton.co.uk,701,LCD Monitor with SmartControl Lite,16:09,5 ms,68.6 cm (27\
ENTITY#041,www.softwarecity.ca,5669,LCD Monitor,16:09,5 ms,27\
ENTITY#042,www.kingsfieldcomputers.co.uk,24,LCD Monitor,16:09,6 ms,68.6 cm (27\
ENTITY#042,www.mrhightech.com,82,IPS,16:09,5 ms,68.58 cm
ENTITY#042,www.hardware-planet.it,165,LED,16:09,5 ms,68.58 cm 685.8 mm (27 \
ENTITY#042,www.mediashopuk.com,169,IPS,16:09,5 ms,68.58 cm
ENTITY#042,www.imldirect.it,189,LCD Monitor,16:09,5 ms,68.6 cm (27\
ENTITY#042,www.imldirect.it,391,LCD Monitor,16:09,6 ms,68.6 cm (27\
ENTITY#042,www.jrlinton.co.uk,461,27EA83-D Widescreen LCD Monitor,16:09,6 ms,68.6 cm (27\
ENTITY#042,www.jrlinton.co.uk,650,27EA83-D Widescreen LCD Monitor,16:09,5 ms,68.6 cm (27\
ENTITY#042,www.itenergy.co.uk,655,LCD Monitor,16:09,6 ms,68.6 cm (27\
ENTITY#042,www.jrlinton.co.uk,1025,27EA83-D Widescreen LCD Monitor,16:09,6 ms,68.6 cm (27\
ENTITY#042,www.jrlinton.co.uk,1050,27EA83-D Widescreen LCD Monitor,16:09,5 ms,68.6 cm (27\
ENTITY#043,www.planet-computer.it,17,LED,16:09,7 ms,"68,58 cm (27\"
ENTITY#043,ca.pcpartpicker.com,25,,16:09,7 ms,27\
ENTITY#043,www.officedepot.com,134,LCD Monitor,16:09,7 ms,27\
ENTITY#043,www.ebay.com,10062,,16:9 16:9 16:9,7 ms 7 ms,27\
ENTITY#043,www.ebay.com,11464,LED LCD,16:09,7 ms,27\
ENTITY#043,www.ebay.com,14690,LED LCD,,,27\
ENTITY#043,www.ebay.com,15390,LED LCD,16:09,7 ms,27\
ENTITY#043,www.ebay.com,15418,LED LCD,16:09,7 ms,27\
ENTITY#043,www.ebay.com,22722,LED LCD,16:09,7 ms,27\
ENTITY#044,www.makingbuyingeasy.co.uk,6,IPS,21:09,5 ms,73 cm
ENTITY#044,www.planet-computer.it,156,LED,21:09,5 ms,73 cm
ENTITY#044,www.getprice.com.au,225,LCD,,14 ms,
ENTITY#044,www.imldirect.it,476,LCD Monitor,22:09,7 ms,73.7 cm (29\
ENTITY#044,www.itenergy.co.uk,675,LCD Monitor,22:09,7 ms,73.7 cm (29\
ENTITY#044,ca.pcpartpicker.com,706,,21:09,5 ms,29\
ENTITY#044,www.kingsfieldcomputers.co.uk,735,LCD Monitor,22:09,7 ms,73.7 cm (29\
ENTITY#044,ce.yikus.com,743,,: Unknown,,: 30.5in L X 7in W X 20in H
ENTITY#044,www.jrlinton.co.uk,1876,298P4QJEB Widescreen LCD Monitor,22:09,7 ms,73.7 cm (29\
ENTITY#044,www.softwarecity.ca,5804,LCD Monitor,21:09,14 ms,29\
ENTITY#044,www.ebay.com,19363,,Widescreen - 21:9,14 ms (typical); 5 ms (grey-to-grey),
ENTITY#045,www.cleverboxes.com,9,AH-IPS 16.7 Million Colour,21:09,14ms,29in
ENTITY#045,www.planet-computer.it,28,LCD,21:09,14 ms,73 cm
ENTITY#045,www.kingsfieldcomputers.co.uk,206,LCD Monitor,21:09,5 ms,73.7 cm (29\
ENTITY#045,www.imldirect.it,220,LCD Monitor,21:09,5 ms,73.7 cm (29\
ENTITY#045,www.getprice.com.au,356,LCD,,5 ms,
ENTITY#045,www.jrlinton.co.uk,395,Brilliance LCD Monitor with MultiView,21:09,5 ms,73.7 cm (29\
ENTITY#045,ca.pcpartpicker.com,430,,21:09,5 ms,29\
ENTITY#045,www.softwarecity.ca,5842,LCD Monitor,21:09,14 ms,29\
ENTITY#045,www.ebay.com,23328,LCD,,5 ms,29\
ENTITY#046,www.kingsfieldcomputers.co.uk,2,LCD Monitor,21:09,5 ms,73.7 cm (29\
ENTITY#046,www.itenergy.co.uk,194,LCD Monitor,21:09,5 ms,73.7 cm (29\
ENTITY#046,www.getprice.com.au,241,LED,,No info,
ENTITY#046,www.hardware-planet.it,270,LED,21:09,14 ms,"73,66 cm (29\"
ENTITY#046,www.imldirect.it,529,LCD Monitor,21:09,5 ms,73.7 cm (29\
ENTITY#046,ca.pcpartpicker.com,611,,21:09,5 ms,29\
ENTITY#046,www.jrlinton.co.uk,823,29UB65-P Widescreen LCD Monitor,21:09,5 ms,73.7 cm (29\
ENTITY#046,www.pcconnection.com,2880,,,,29 in
ENTITY#047,www.best-deal-items.com,889,,,,
ENTITY#047,www.best-deal-items.com,889,,,,
ENTITY#048,www.getprice.com.au,195,LCD,,9 ms,
ENTITY#048,www.getprice.com.au,198,LCD,,12 ms,
ENTITY#048,www.getprice.com.au,298,LCD,,9 ms,
ENTITY#048,www.getprice.com.au,304,LCD,,9 ms,
ENTITY#048,www.getprice.com.au,306,LCD,,9 ms,
ENTITY#048,www.getprice.com.au,347,LCD,,9 ms,
ENTITY#048,www.getprice.com.au,376,LCD,,9 ms,
ENTITY#050,www.cleverboxes.com,113,IPS LED 16.7 Million Colour,16:09,5ms,27in (Diagonal)
ENTITY#050,www.imldirect.it,155,LCD Monitor,16:09,7 ms,68.6 cm (27\
ENTITY#050,www.planet-computer.it,165,LCD,16:09,7 ms,"68,6 cm"
ENTITY#050,www.getprice.com.au,249,LCD,,5 ms,
ENTITY#050,www.xpcpro.com,296,IPS,16:09,7 ms,68.6 cm 27 \
ENTITY#050,www.kingsfieldcomputers.co.uk,637,LCD Monitor,16:09,7 ms,68.6 cm (27\
ENTITY#050,www.itenergy.co.uk,739,LCD Monitor,16:09,7 ms,68.6 cm (27\
ENTITY#050,www.jrlinton.co.uk,1716,Brilliance LCD Monitor with Ambiglow,16:09,7 ms,68.6 cm (27\
ENTITY#050,www.ebay.com,22284,LCD,5:04,8 ms,17\
ENTITY#052,www.ebay.com,10881,LCD,5:04,8 ms,17\
ENTITY#052,www.ebay.com,11384,LCD,5:04,,
ENTITY#052,www.ebay.com,16788,LCD,,,17\
ENTITY#052,www.ebay.com,19077,LCD,5:04,8 ms,17\
ENTITY#052,www.ebay.com,20289,LCD,5:04,8 ms,17
ENTITY#052,www.ebay.com,21369,LCD,5:04,8 ms,17\
ENTITY#052,www.ebay.com,23725,LCD,5:04,5ms/8ms,17\
ENTITY#054,www.best-deal-items.com,1419,,,,
ENTITY#054,www.ebay.com,15640,LCD,5:04,8 ms,17\
ENTITY#054,www.ebay.com,16653,LCD,5:04,8 ms,17\
ENTITY#054,www.ebay.com,18894,LCD,5:04,8 ms,17\
ENTITY#054,www.ebay.com,19423,LCD,5:04,8 ms,17\
ENTITY#054,www.ebay.com,20191,LCD,5:04,8 ms,17\
ENTITY#054,www.ebay.com,22524,LCD,5:04,8 ms,17\
ENTITY#054,www.ebay.com,22929,LCD,5:04,8 ms,17\
ENTITY#054,www.ebay.com,23008,LCD,5:04,8 ms,17\
ENTITY#054,www.ebay.com,23531,LCD,5:04,8 ms,17\
ENTITY#055,catalog.com,289,LED LCD,16:10,,
ENTITY#055,www.pcconnection.com,399,LED-backlit LCD,,14 ms,24 in
ENTITY#055,www.softwarecity.ca,5439,LCD Monitor,16:10,14 ms,24\
ENTITY#055,www.ebay.com,19006,LED LCD,16:10,24 ms,24\
ENTITY#055,www.ebay.com,21404,LED LCD,16:09,,
ENTITY#055,www.ebay.com,21660,LED LCD,16:10,24 ms,24\
ENTITY#056,www.ebay.com,9379,LCD,"16:10, 16:9",16 ms,20\
ENTITY#056,www.ebay.com,9382,LCD,16:09,16 ms,20\
ENTITY#056,www.ebay.com,15546,LCD,"16:10, 16:9",16 ms,20\
ENTITY#056,www.ebay.com,18885,LCD,,,20\
ENTITY#056,www.ebay.com,19232,LCD,"16:10, 16:9",16 ms,20\
ENTITY#056,www.ebay.com,19591,LCD,"16:10, 16:9",16 ms,20
ENTITY#056,www.ebay.com,20682,LCD,"16:10, 16:9",16 ms,20\
ENTITY#056,www.ebay.com,21107,LCD,16:10,14 ms,20\
ENTITY#056,www.ebay.com,21602,LCD,16:09,16 ms,20\
ENTITY#056,www.ebay.com,22948,LCD,"16:10, 16:9",16 ms,20\
ENTITY#057,www.ebay.com,9779,LCD,16:10,14 ms,23\
ENTITY#057,www.ebay.com,11386,LCD,16:10,14 ms,23\
ENTITY#057,www.ebay.com,11653,LCD,16:10,14 ms,23\
ENTITY#057,www.ebay.com,14807,LCD,16:10,14 ms,23\
ENTITY#057,www.ebay.com,14918,LCD,16:10,14 ms,23\
ENTITY#057,www.ebay.com,15669,,,,
ENTITY#057,www.ebay.com,15888,LCD,16:10,14 ms,23\
ENTITY#057,www.ebay.com,16280,LCD,,,23\
ENTITY#057,www.ebay.com,16408,LCD,16:10,14 ms,23\
ENTITY#057,www.ebay.com,17030,LCD,16:10,14 ms,23\
ENTITY#057,www.ebay.com,17072,LCD,16:10,14 ms,23\
ENTITY#057,www.ebay.com,18920,LCD,16:10,14 ms,23\
ENTITY#057,www.ebay.com,19440,LCD,16:10,14 ms,23\
ENTITY#057,www.ebay.com,19844,LCD,16:10,14 ms,23\
ENTITY#057,www.ebay.com,20855,LCD,16:10,14 ms,23\
ENTITY#057,www.ebay.com,21994,LCD,,,23\
ENTITY#057,www.ebay.com,22449,LCD,,,23\
ENTITY#057,www.ebay.com,22640,LCD,,,23\
ENTITY#057,www.ebay.com,23156,LCD,"16:10, 16:9",16 ms,23\
ENTITY#058,www.best-deal-items.com,2315,,5:04,,
ENTITY#058,www.best-deal-items.com,2614,,,,
ENTITY#058,www.ebay.com,16669,LCD,,,17\
ENTITY#058,www.ebay.com,18591,LCD,5:04,12 ms,17\
ENTITY#058,www.ebay.com,22564,LCD,5:04,5 ms,17\
ENTITY#058,www.ebay.com,22743,,5:04,5 ms,17
ENTITY#059,www.best-deal-items.com,655,,,,
ENTITY#059,www.best-deal-items.com,897,,,,
ENTITY#059,www.best-deal-items.com,2333,,,,
ENTITY#059,www.ebay.com,9354,LCD,,,17\
ENTITY#060,www.best-deal-items.com,47,,,,
ENTITY#060,www.nexus-t.co.uk,65,TN,5:04,5ms,17\u00c2\u0094
ENTITY#060,www.makingbuyingeasy.co.uk,72,LED,5:04,5 ms,43.18 cm (17\
ENTITY#062,www.xpcpro.com,73,IPS,16:10,14 ms,61 cm
ENTITY#062,www.getprice.com.au,167,LCD,,14 ms,
ENTITY#062,www.ohc24.ch,183,Philips Brilliance C240P4QPYEW - LED monitor - 24\,Widescreen - 16:10,14 ms,
ENTITY#062,www.planet-computer.it,201,LED,16:10,14 ms,61 cm
ENTITY#062,www.makingbuyingeasy.co.uk,232,IPS,16:10,14 ms,61 cm
ENTITY#062,www.cleverboxes.com,245,IPS TFT LCD 16.7 Million Colour,16:10,14ms,24in (Diagonal)
ENTITY#062,www.pc-canada.com,347,LCD Monitor,16:10,14 ms,24\
ENTITY#062,www.imldirect.it,464,LCD Monitor,16:10,14 ms,61 cm (24\
ENTITY#062,www.jrlinton.co.uk,600,Brilliance LCD Monitor With Clinical D-image,16:10,14 ms,61 cm (24\
ENTITY#062,www.kingsfieldcomputers.co.uk,764,LCD Monitor,16:10,14 ms,61 cm (24\
ENTITY#062,www.softwarecity.ca,5801,LCD Monitor,16:10,14 ms,24\
ENTITY#066,catalog.com,327,LED,16:09,,
ENTITY#066,www.pcconnection.com,3219,LED-backlit LCD,,16 ms,15.6 in
ENTITY#066,www.softwarecity.ca,5442,LCD Monitor,16:09,16 ms,16\
ENTITY#066,www.ebay.com,14362,LED LCD,16:09,16 ms,15.6\
ENTITY#066,www.ebay.com,16736,LED LCD,16:09,16 ms,15.6\
ENTITY#066,www.ebay.com,18576,LED LCD,16:09,16 ms,15.6\
ENTITY#066,www.ebay.com,18983,LED LCD,,,16\
ENTITY#066,www.ebay.com,19247,,16:09,,
ENTITY#066,www.ebay.com,20618,LED LCD,16:09,16 ms,15.6\
ENTITY#066,www.ebay.com,22500,LCD,,,16\
ENTITY#066,www.ebay.com,22572,LED LCD,16:09,16 ms,15.6\
ENTITY#066,www.ebay.com,22907,LED LCD,,,16\
ENTITY#066,www.ebay.com,23056,,16:09,16 ms,16\
ENTITY#067,www.ebay.com,11998,LCD,5:04,25 ms,17\
ENTITY#067,www.ebay.com,18724,LCD,5:04,25 ms,17\
ENTITY#067,www.ebay.com,21134,LCD,5:04,25 ms,17\
ENTITY#067,www.ebay.com,21645,LCD,5:04,25 ms,17\
ENTITY#067,www.ebay.com,21854,LCD,5:04,25 ms,17\
ENTITY#067,www.ebay.com,23158,LCD,,,17
ENTITY#068,www.makingbuyingeasy.co.uk,68,TN,5:04,5 ms,43.18 cm (17\
ENTITY#068,www.odsi.co.uk,114,LED-backlit LCD monitor / TFT active matrix,5:4 5:4,5 ms 5 ms,17\
ENTITY#068,www.xpcpro.com,162,TN,5:04,5 ms,17 \
ENTITY#068,www.odsi.co.uk,194,LED-backlit LCD monitor / TFT active matrix,5:4 5:4,5 ms 5 ms,17\
ENTITY#068,www.makingbuyingeasy.co.uk,216,TN,5:04,5 ms,43.18 cm (17\
ENTITY#068,www.xpcpro.com,242,TN,5:04,5 ms,17 \
ENTITY#068,www.best-deal-items.com,637,,5:04,,
ENTITY#068,www.best-deal-items.com,878,,5:04,,
ENTITY#069,www.ebay.com,11563,LCD,5:04,16 ms,17\
ENTITY#069,www.ebay.com,18212,LCD,,,17\
ENTITY#069,www.ebay.com,21421,LCD,5:04,16 ms,17\
ENTITY#069,www.ebay.com,22727,LCD,5:04,16 ms,17\
ENTITY#070,www.best-deal-items.com,230,,,,
ENTITY#070,www.best-deal-items.com,232,,5:04,,
ENTITY#070,www.best-deal-items.com,2783,,5:04,,
ENTITY#070,www.ebay.com,18638,LCD,5:04,5 ms,17\
ENTITY#070,www.ebay.com,21736,LCD,5:04,5 ms,17\
ENTITY#070,www.ebay.com,22840,LCD,5:04,16 ms,17\
ENTITY#070,www.ebay.com,23574,LCD,5:04,5 ms,17
ENTITY#070,www.ebay.com,23697,LCD,5:04,5 ms,17\
ENTITY#070,www.ebay.com,23705,LCD,5:04,16 ms,17\
ENTITY#072,www.ebay.com,16912,LCD,5:04,12 ms,17\
ENTITY#072,www.ebay.com,17055,"Flat Panel LCD TFT (Active Matrix), LCD",5:04,12 ms,17\
ENTITY#072,www.ebay.com,20706,"Flat Panel LCD TFT (Active Matrix), LCD",5:04,12 ms,17\
ENTITY#072,www.ebay.com,22040,LCD,5:04,12 ms,17\
ENTITY#073,www.ebay.com,11844,LCD,17:06,,17\
ENTITY#073,www.ebay.com,19489,LCD,17:06,,17\
ENTITY#073,www.ebay.com,20100,LCD,17:06,,17\
ENTITY#073,www.ebay.com,21425,LCD,17:06,,17\
ENTITY#073,www.ebay.com,21540,LCD,17:06,,17\
ENTITY#073,www.ebay.com,23039,LCD,17:06,12 ms,17\
ENTITY#075,www.ebay.com,14813,,,5 ms,17\
ENTITY#075,www.ebay.com,14813,,,,
ENTITY#075,www.ebay.com,18069,LCD,,5 ms,17\
ENTITY#075,www.ebay.com,18069,,,,
ENTITY#075,www.ebay.com,19080,LCD,4:03,,17\
ENTITY#075,www.ebay.com,19080,,,,
ENTITY#075,www.ebay.com,21328,LCD,,5 ms,17\
ENTITY#075,www.ebay.com,21328,,,,
ENTITY#075,www.ebay.com,23633,LCD,5:04,5 ms,17\
ENTITY#076,www.pc-canada.com,353,LCD Monitor,5:04,,18.9\
ENTITY#076,ca.pcpartpicker.com,400,,5:04,,18.9\
ENTITY#076,www.vology.com,2423,LED-backlit LCD monitor / TFT active matrix,5:4 5:4,14 ms (gray-to-gray) 14 ms (gray-to-gray),18.9\
ENTITY#076,www.vology.com,2447,LED-backlit LCD monitor / TFT active matrix,5:4 5:4,14 ms (gray-to-gray) 14 ms (gray-to-gray),18.9\
ENTITY#077,www.makingbuyingeasy.co.uk,252,TN+Film,5:04,5 ms,48.3 cm
ENTITY#077,www.cleverboxes.com,524,TN (Twisted nematic) Widescreen 16.7 Million Colour,5:04,5ms,19in
ENTITY#077,catalog.com,603,LED LCD,5:04,,
ENTITY#077,www.vology.com,2329,LED-backlit LCD monitor / TFT active matrix,5:4 5:4,5 ms 5 ms,19\
ENTITY#077,www.best-deal-items.com,2354,,,,
ENTITY#077,www.ebay.com,19898,LED LCD,5:04,5 ms,19\
ENTITY#077,www.ebay.com,20240,LED LCD,5:04,5 ms,19\
ENTITY#077,www.ebay.com,20972,LED LCD,5:04,5 ms,19\
ENTITY#077,www.ebay.com,21726,,5:04,5 ms,19\
ENTITY#078,www.pcconnection.com,79,LCD LED-backlit,,5 ms,20 in
ENTITY#078,www.makingbuyingeasy.co.uk,383,LED,16:09,5 ms,50.8 cm
ENTITY#078,www.makingbuyingeasy.co.uk,507,LCD,16:09,5 ms,50.8 cm
ENTITY#078,www.softwarecity.ca,1596,LCD Monitor,16:09,5 ms,20\
ENTITY#078,www.vology.com,2442,LED-backlit LCD monitor / TFT active matrix,Widescreen - 16:9 Widescreen - 16:9,5 ms 5 ms,20.0\
ENTITY#078,www.softwarecity.ca,5727,LCD Monitor,16:09,5 ms,20\
ENTITY#078,www.ebay.com,10903,LED LCD,16:09,16 ms,20\
ENTITY#078,www.ebay.com,18869,,,,
ENTITY#078,www.ebay.com,19931,LED LCD,16:09,14 ms,23\
ENTITY#078,www.ebay.com,21008,,16:09,16 ms,20\
ENTITY#079,www.makingbuyingeasy.co.uk,85,TN+Film,16:09,5 ms,49.4 cm
ENTITY#079,ca.pcpartpicker.com,264,,16:09,5 ms,19.5\
ENTITY#079,www.cleverboxes.com,281,Widescreen TN (Twisted Nematic) 16.7 Million Colour,16:09,5ms,20in Viewable screen size - 19.5in Display Area - 43.2 x 23.98cm
ENTITY#079,www.getprice.com.au,394,LED,,5 ms,
ENTITY#079,www.shopmania.com,660,LED,16:09,5 ms,19.4 inch
ENTITY#079,www.vology.com,2257,LED-backlit LCD monitor / TFT active matrix,Widescreen - 16:9 Widescreen - 16:9,5 ms (black-to-white) 5 ms (black-to-white),19.5\
ENTITY#079,www.ebay.com,19230,LED,,,19.5\
ENTITY#079,www.ebay.com,19880,LED LCD,16:09,,19.5\
ENTITY#079,www.ebay.com,20181,,16:09,5 ms,
ENTITY#079,www.ebay.com,21775,LED LCD,16:09,5 ms,20\
ENTITY#079,www.ebay.com,22962,LED LCD,,,
ENTITY#079,www.ebay.com,23688,LED LCD,16:09,,19.5\
ENTITY#080,www.hardware-planet.it,8,LED,16:09,5 ms,49.53 cm 495.3 mm (19.5 \
ENTITY#080,www.makingbuyingeasy.co.uk,79,TN+Film,16:09,5 ms,49.53 cm
ENTITY#080,www.mrhightech.com,118,TN+Film,16:09,5 ms,49.53 cm
ENTITY#080,www.mediashopuk.com,164,TN+Film,16:09,5 ms,49.53 cm
ENTITY#080,www.ohc24.ch,278,Iiyama ProLite E2083HSD-1 - LED monitor - 20\,Widescreen - 16:9,5 ms,
ENTITY#080,www.xpcpro.com,282,,,5 ms,
ENTITY#080,www.makingbuyingeasy.co.uk,385,TN+Film,16:09,5 ms,49.53 cm
ENTITY#080,www.imldirect.it,606,LCD Monitor,16:09,5 ms,49.5 cm (19.5\
ENTITY#080,www.kingsfieldcomputers.co.uk,693,LCD Monitor,16:09,5 ms,50.8 cm (20\
ENTITY#080,www.itenergy.co.uk,700,LCD Monitor,16:09,5 ms,49.5 cm (19.5\
ENTITY#081,ca.pcpartpicker.com,44,,16:09,7 ms,21.5\
ENTITY#081,www.pc-canada.com,324,LCD Monitor,16:09,7 ms,21.5\
ENTITY#081,ca.pcpartpicker.com,537,,16:09,7 ms,21.5\
ENTITY#081,www.vology.com,2485,LED-backlit LCD monitor / TFT active matrix,Widescreen Widescreen,7 ms (gray-to-gray) 7 ms (gray-to-gray),21.5\
ENTITY#081,www.vology.com,2668,LED-backlit LCD monitor / TFT active matrix,Widescreen - 16:9 Widescreen - 16:9,5 ms (typical); 7 ms (gray-to-gray) 5 ms (typical); 7 ms (gray-to-gray),21.5\
ENTITY#082,www.xpcpro.com,11,TNFilm,16:10,5 ms,55.87 cm 22 \
ENTITY#082,www.xpcpro.com,95,TNFilm,16:10,5 ms,55.87 cm
ENTITY#082,www.odsi.co.uk,134,LED-backlit LCD monitor / TFT active matrix,Widescreen - 16:9 Widescreen - 16:9,6 ms (grey-to-grey) 6 ms (grey-to-grey),21.5\
ENTITY#082,www.mediashopuk.com,137,TN+Film,16:10,5 ms,55.87 cm
ENTITY#082,www.mrhightech.com,139,TN+Film,16:10,5 ms,55.87 cm
ENTITY#082,www.officedepot.com,173,LCD Monitor,16:10,5 ms,22\
ENTITY#082,www.cleverboxes.com,212,TN TFT 16.7 Million Colour,16:10,5ms,22in (Diagonal)
ENTITY#082,www.cleverboxes.com,249,TN TFT 16.7 Million Colour,16:10,5ms,22in (Diagonal)
ENTITY#082,www.makingbuyingeasy.co.uk,392,TN+Film,16:10,5 ms,55.87 cm
ENTITY#082,catalog.com,493,LED,16:10,,
ENTITY#082,www.ebay.com,9711,,16:10,5 ms,
ENTITY#082,www.ebay.com,21354,,16:10,5 ms,22\
ENTITY#083,www.xpcpro.com,72,LED,16:10,5 ms,22 \
ENTITY#083,www.kingsfieldcomputers.co.uk,229,LCD Monitor,16:09,5 ms,54.6 cm (21.5\
ENTITY#083,www.officedepot.com,284,LCD Monitor,16:09,5 ms,21.5\
ENTITY#083,www.pc-canada.com,286,LCD Monitor,16:09,5 ms,21.5\
ENTITY#083,www.getprice.com.au,365,LED,,5 ms,
ENTITY#083,www.imldirect.it,759,LCD Monitor,16:09,5 ms,54.6 cm (21.5\
ENTITY#083,www.jrlinton.co.uk,916,LED Monitor - e2260Swda Professional 54.7cm (21.5\,16:09,5 ms,54.6 cm (21.5\
ENTITY#083,www.jrlinton.co.uk,1057,LED Monitor - e2260Swda Professional 54.7cm (21.5\,16:09,5 ms,54.6 cm (21.5\
ENTITY#083,www.softwarecity.ca,5425,LCD Monitor,16:09,5 ms,21.5\
ENTITY#083,www.softwarecity.ca,5448,LCD Monitor,16:09,5 ms,22\
ENTITY#083,www.ebay.com,15801,LED LCD,16:09,22 ms,
ENTITY#083,www.ebay.com,16258,,,,
ENTITY#083,www.ebay.com,16372,,16:09,5 ms,21.5\
ENTITY#083,www.ebay.com,19835,LED LCD,16:09,22 ms,21.5\
ENTITY#083,www.ebay.com,21057,LED LCD,16:09,22 ms,22\
ENTITY#083,www.ebay.com,22347,LED LCD,16:09,22 ms,21.5\
ENTITY#083,www.ebay.com,22898,,16:09,5 ms,
